,year,course_name,section,id,enrollments
3511,2014-2015,Chimie des denrées alimentaires,ENG,433,21
3512,2014-2015,Cinéma et architecture,AR,513,22
3513,2014-2015,Circuits intégrés I,EE,320,20
3514,2014-2015,Citégraphie / Devenir urbain,AR,477,5
3515,2014-2015,Color reproduction,CS,441,7
3516,2014-2015,Commande d'actionneurs à l'aide d'un microprocesseur + TP,MICRO,510,22
3517,2014-2015,Commande non linéaire,ME,523,33
3518,2014-2015,Composants semiconducteurs,MICRO,312,72
3519,2014-2015,Composites polymères + TP,MSE,340,46
3520,2014-2015,Composites technology,MSE,440,45
3521,2014-2015,Computational finance,FIN,472,44
3522,2014-2015,Computational finance,MATH,472,44
3523,2014-2015,Computational linear algebra,MATH,453,9
3524,2014-2015,Computational methods in molecular quantum mechanics,CH,452,2
3525,2014-2015,Computational motor control,CS,432,14
3527,2014-2015,Computational physics III,PHYS,332,23
3528,2014-2015,Computer algebra,MATH,316,50
3529,2014-2015,Computer simulation of physical systems I,PHYS,403,3
3530,2014-2015,Computer simulation of physical systems II,PHYS,404,1
3531,2014-2015,Computer vision,CS,442,49
3532,2014-2015,Computer-aided engineering,ME,417,56
3533,2014-2015,Conception mécanique intégrée,ME,418,14
3534,2014-2015,Conception pour X,ME,312,30
3535,2014-2015,"Conception, modélisation et simulation de systèmes de production",ME,499,30
3536,2014-2015,Concurrent algorithms,CS,453,50
3537,2014-2015,Confort et architecture: stratégies durables,AR,442,20
3538,2014-2015,Construction en bois,CIVIL,433,44
3539,2014-2015,Convex optimization and applications,CS,454,21
3540,2014-2015,Corporate governance,MGT,552,21
3541,2014-2015,Corporate strategy,MGT,400,8
3542,2014-2015,Credit risk,FIN,504,32
3543,2014-2015,Cryptography and security,COM,401,65
3544,2014-2015,D. Thinking: human-centered solutions to real world problems,MGT,409,14
3545,2014-2015,Data analysis and model classification,EE,516,24
3546,2014-2015,De la structure à l'ornement,AR,521,150
3547,2014-2015,Decision-aid methodologies in transportation,CIVIL,557,16
3548,2014-2015,Deformation and fracture Laboratory Work,MSE,411,15
3549,2014-2015,Derivatives,FIN,404,30
3550,2014-2015,Design technologies for integrated systems,CS,472,29
3551,2014-2015,Dielectric properties of materials,MSE,480,12
3552,2014-2015,Difficult Double Double Histories,AR,522,39
3553,2014-2015,Diffraction methods in structural biology,PHYS,437,2
3554,2014-2015,Digital 3D geometry processing,CS,446,29
3555,2014-2015,Digital education & learning analytics,CS,411,10
3556,2014-2015,Discrete computational geometry,CS,412,7
3557,2014-2015,Discrete optimization,MATH,261,120
3558,2014-2015,Distributed algorithms,CS,451,127
3559,2014-2015,Distributed information systems,CS,423,104
3560,2014-2015,Distributed intelligent systems,ENG,466,31
3561,2014-2015,Droit : contrats et responsabilité professionnelle,ENV,466,61
3562,2014-2015,Dynamic coordination,EE,477,37
3563,2014-2015,Dynamical system theory for engineers,COM,502,18
3564,2014-2015,Dynamique des structures,CIVIL,420,87
3565,2014-2015,Dynamique moléculaire et simulation Monte-Carlo,CH,351,8
3566,2014-2015,Dynamique numérique des solides et des structures,ME,473,27
3567,2014-2015,Développements en économie des transports,CIVIL,456,19
3568,2014-2015,Early detection of innovation potential,MGT,500,17
3569,2014-2015,Eco-friendly production and process intensification,ChE,408,4
3570,2014-2015,Eco-morphologie fluviale,ENV,418,41
3571,2014-2015,Econometrics,FIN,403,31
3572,2014-2015,Econometrics: data analysis & empirical methods,MGT,581,23
3573,2014-2015,Economics of Innovation,MGT,501,18
3574,2014-2015,Economics of innovation in the biomedical industry,MGT,403,21
3575,2014-2015,Economie des réseaux d'infrastructures,CIVIL,458,9
3576,2014-2015,Economie hydraulique,CIVIL,441,61
3577,2014-2015,Economie spatiale et régionale,AR,492,51
3578,2014-2015,Electrical filters,EE,539,13
3579,2014-2015,Electrochemical engineering,ChE,407,6
3580,2014-2015,Electrochemistry for materials technology,MSE,441,25
3581,2014-2015,Electromagnetic compatibility,EE,576,13
3582,2014-2015,Electromechanical conversion,EE,460,31
3583,2014-2015,Electron microscopy: advanced methods,MSE,450,16
3584,2014-2015,Electronic spectroscopy,CH,444,6
3585,2014-2015,Elliptic partial differential equations,MATH,406,2
3586,2014-2015,Embedded systems,CS,473,25
3587,2014-2015,Emerging renewable power,EE,480,12
3588,2014-2015,Empirical methods in Finance,FIN,407,33
3589,2014-2015,Energy conversion,ME,452,50
3590,2014-2015,Energy storage systems,EE,466,37
3591,2014-2015,Energétique du bâtiment,ENG,445,111
3592,2014-2015,Engines and fuel cells,ME,551,42
3593,2014-2015,Enquêtes et méthodes quantitatives,ENG,485,5
3594,2014-2015,Enterprise and service-oriented architecture,CS,491,26
3595,2014-2015,Entrepreneurship & new venture strategy (a),MGT,413,14
3596,2014-2015,Entrepreneurship laboratory (e-lab),MGT,517,10
3597,2014-2015,Environment chemical and biological technology,ChE,404,6
3598,2014-2015,Environmental transport phenomena,ENG,420,63
3599,2014-2015,"Environnements de travail, risques professionnels",ENV,468,11
3600,2014-2015,Equilibrium-stage separation processes,ChE,401,15
3601,2014-2015,Esthétique des ouvrages de génie civil,CIVIL,476,117
3602,2014-2015,Etudes d'impact,ENG,474,31
3603,2014-2015,Experimental methods in physics I,PHYS,405,9
3604,2014-2015,Exploitation ferroviaire,CIVIL,452,6
3605,2014-2015,Fabrication assistée par ordinateur,ME,416,47
3606,2014-2015,Fate and behaviour of organic pollutants,ENV,507,30
3607,2014-2015,Financial & managerial accounting,MGT,481,23
3608,2014-2015,Finite-dimensional algebras,MATH,488,4
3609,2014-2015,Fixed income analysis,FIN,505,35
3610,2014-2015,Flexible bioelectronics,MICRO,514,34
3611,2014-2015,Flow of dispersed media,ME,463,26
3612,2014-2015,"Foncier, immobilier, logement",AR,491,52
3613,2014-2015,Food biotechnology,ENG,436,11
3614,2014-2015,Foundations of software,CS,452,39
3615,2014-2015,Fracture mechanics,ME,432,25
3616,2014-2015,Frontiers in nanosciences,PHYS,407,6
3617,2014-2015,Fundamentals & processes for photovoltaic devices,MICRO,565,31
3618,2014-2015,Fundamentals of VLSI design,EE,429,63
3619,2014-2015,Fundamentals of biomedical imaging,PHYS,438,19
3620,2014-2015,Fundamentals of biophotonics,BIO,443,1
3621,2014-2015,Fundamentals of biosensors and electronic biochips,EE,515,4
3622,2014-2015,Fundamentals of neuroengineering,BIOENG,448,23
3623,2014-2015,Fundamentals of traffic operations and control,CIVIL,457,80
3624,2014-2015,Genomics and bioinformatics,BIO,463,16
3625,2014-2015,Geocomputation,ENV,546,7
3626,2014-2015,Geometric graph theory,MATH,466,7
3627,2014-2015,Geomonitoring,ENV,445,10
3628,2014-2015,Gestion de la maintenance des infrastructures,CIVIL,455,18
3629,2014-2015,Gestion foncière et droit foncier,ENV,460,18
3630,2014-2015,Glass structures and facades,CIVIL,528,52
3631,2014-2015,Global business environment,FIN,523,27
3632,2014-2015,Graph theory,MATH,360,119
3633,2014-2015,Groundwater and soil remediation,ENV,504,40
3634,2014-2015,Géologie de la construction et de l'environnement,CIVIL,403,40
3635,2014-2015,Géomécanique,CIVIL,402,17
3636,2014-2015,Gödel and recursivity,MATH,483,11
3637,2014-2015,HF and VHF circuits and techniques I,EE,425,66
3638,2014-2015,HF and VHF circuits and techniques II,EE,525,18
3639,2014-2015,Habitat et développement urbain,AR,465,32
3640,2014-2015,Haptic human robot interfaces,MICRO,553,17
3641,2014-2015,Hardware systems modeling,EE,434,38
3642,2014-2015,Hardware systems modeling I,EE,432,23
3643,2014-2015,Hardware systems modeling II,EE,433,21
3644,2014-2015,Heat and mass transfer,ME,341,91
3645,2014-2015,Histoire assistée par ordinateur (HAO),AR,520,24
3646,2014-2015,Histoire de l'architecture VII,AR,423,23
3647,2014-2015,Histoire de l'architecture VIII,AR,424,89
3648,2014-2015,Histoire de l'habitation,AR,427,45
3649,2014-2015,Histoire du béton,AR,425,28
3650,2014-2015,How people learn I,HUM,432,2
3651,2014-2015,Hybrid systems,EE,562,34
3652,2014-2015,Hydraulic and hydroelectric structures and schemes,CIVIL,412,80
3653,2014-2015,Hydraulic turbomachines,ME,453,43
3654,2014-2015,Hydraulique fluviale et aménagement de cours d'eau,CIVIL,410,37
3655,2014-2015,Hydrodynamics,ME,444,45
3656,2014-2015,Hydrodynamique acoustique,ME,443,17
3657,2014-2015,Hydrogeophysics,ENV,523,32
3658,2014-2015,Hydrologie urbaine,ENV,417,36
3659,2014-2015,Hydropower plants: generating and pumping units,EE,456,33
3660,2014-2015,IT security engineering,COM,418,97
3661,2014-2015,IT security engineering TP,COM,418,46
3662,2014-2015,Image analysis and pattern recognition,EE,451,31
3663,2014-2015,Image and video processing,EE,550,25
3664,2014-2015,Image communication,EE,551,10
3665,2014-2015,Image processing I,MICRO,511,52
3666,2014-2015,Image processing II,MICRO,512,13
3667,2014-2015,Imaging optics,MICRO,421,12
3668,2014-2015,Immunology (advanced topics),BIO,479,8
3669,2014-2015,In silico neuroscience,BIOENG,450,8
3670,2014-2015,Industrial automation,CS,487,27
3671,2014-2015,Industrial electronics I,EE,465,34
3672,2014-2015,Industrial electronics II,EE,565,17
3673,2014-2015,Industrialisation,MICRO,343,76
3674,2014-2015,"Industry dynamics, models & trends",MGT,453,65
3675,2014-2015,Infection biology,BIO,477,8
3676,2014-2015,Information technology and e-business strategy,MGT,439,12
3677,2014-2015,Information theory and coding,COM,404,41
3678,2014-2015,Information: strategy & economics,MGT,431,2
3679,2014-2015,Innovation & management in the energy industry,MGT,407,6
3680,2014-2015,Inorganic reactivity,CH,423,6
3681,2014-2015,Instability and turbulence,ME,461,34
3682,2014-2015,Integrated circuits technology,EE,532,17
3683,2014-2015,Integrated optics,MICRO,522,5
3684,2014-2015,Intelligent agents,CS,430,41
3685,2014-2015,Interaction sol-structure,CIVIL,500,104
3686,2014-2015,Introduction au droit et à l'éthique en STV,BIO,455,12
3687,2014-2015,Introduction au génie chimique II,ChE,202,51
3688,2014-2015,Introduction au génie chimique TP,ChE,203,50
3689,2014-2015,Introduction to algebraic geometry,MATH,428,1
3690,2014-2015,Introduction to cellular and molecular biotechnology,BIOENG,430,11
3691,2014-2015,Introduction to chemical engineering I,ChE,201,54
3692,2014-2015,Introduction to computer graphics,CS,341,64
3693,2014-2015,Introduction to crystal growth by epitaxy,MSE,442,15
3694,2014-2015,Introduction to database systems,CS,322,109
3695,2014-2015,Introduction to electronic structure methods,CH,353,6
3696,2014-2015,Introduction to finance,FIN,401,29
3697,2014-2015,Introduction to medical radiation physics,PHYS,455,10
3698,2014-2015,Introduction to nanomaterials,MSE,479,8
3699,2014-2015,Introduction to natural language processing,CS,431,58
3700,2014-2015,Introduction to nuclear engineering,ME,464,15
3701,2014-2015,Introduction to particle accelerators,PHYS,448,15
3702,2014-2015,Introduction to planetary sciences,EE,586,1
3703,2014-2015,Introduction to the finite elements method,MATH,350,65
3704,2014-2015,Introduction à l'informatique visuelle,CS,211,142
3705,2014-2015,Introduction à la physique des astroparticules,PHYS,439,2
3706,2014-2015,Investments,FIN,405,30
3707,2014-2015,L'ingénieur dans R&D industriels,MICRO,540,29
3708,2014-2015,Lab in EDA based design,EE,490,58
3709,2014-2015,Lab in electrical energy systems,EE,490,26
3710,2014-2015,Lab in electrical energy systems,EE,492,26
3711,2014-2015,Lab in microelectronics,EE,490,2
3712,2014-2015,Lab in microwaves,EE,490,1
3713,2014-2015,Lab in signal and image processing,EE,490,10
3714,2014-2015,Lab methods : animal experimentation,BIOENG,511,5
3715,2014-2015,Lab methods : bioactive compounds screening,BIOENG,512,5
3716,2014-2015,Lab methods : biosafety,BIOENG,513,2
3717,2014-2015,Lab methods : flow cytometry,BIOENG,514,3
3718,2014-2015,Lab methods : genetherapy in neurological diseases,BIOENG,515,1
3719,2014-2015,Lab methods : histology,BIOENG,516,4
3720,2014-2015,Lab methods : proteomics,BIOENG,517,4
3721,2014-2015,Lab on app development for tablets and smartphones,EE,490,17
3722,2014-2015,Laboratory in molecular neuroscience,BIO,485,1
3723,2014-2015,Laboratory in single-cell electrophysiology,BIO,486,3
3724,2014-2015,Laboratory information management systems (LIMS),CH,404,3
3725,2014-2015,Laser microprocessing,MICRO,520,11
3726,2014-2015,Lasers and applications in chemistry,CH,446,24
3727,2014-2015,Lasers: theory and modern applications,MICRO,422,56
3728,2014-2015,Leadership & human resource management in a global context,MGT,468,10
3729,2014-2015,Les quatre éléments et l'architecture,AR,470,83
3730,2014-2015,Life cycle engineering of polymers,MSE,430,39
3731,2014-2015,Lifecycle economic and environmental performance of product systems,ME,516,34
3732,2014-2015,Limnology,ENV,425,8
3733,2014-2015,Linear PDE's,MATH,407,8
3734,2014-2015,Logistique et analyse de la demande,MGT,426,9
3735,2014-2015,Macrofinance,FIN,406,31
3736,2014-2015,Magma et principes,AR,430,84
3737,2014-2015,Management de projet et analyse du risque,MGT,427,18
3738,2014-2015,Management of Enterprise Networks and Supply Chain Management,MGT,527,40
3739,2014-2015,Management of industrial production,ENG,434,16
3740,2014-2015,Martingales in financial mathematics,MATH,470,9
3741,2014-2015,Mass spectrometry,CH,403,12
3742,2014-2015,Materials science,MSE,403,9
3743,2014-2015,Materials selection,MSE,474,49
3744,2014-2015,Mathematical foundations of signal processing,COM,514,11
3745,2014-2015,Mathematical modelling of behavior,MATH,463,23
3746,2014-2015,Mathematics of data: from theory to computation,EE,556,21
3747,2014-2015,Matériaux et structures,CIVIL,532,44
3748,2014-2015,Matériaux pierreux et conservation du patrimoine bâti,MSE,472,11
3749,2014-2015,Mechanics of composites,ME,430,24
3750,2014-2015,Media security,EE,552,14
3751,2014-2015,Methodology in instrumental chromatography,CH,405,7
3752,2014-2015,Methods for rapid production and development,ME,415,41
3753,2014-2015,Metrology I,PHYS,458,45
3754,2014-2015,Metrology II,PHYS,459,46
3755,2014-2015,Micro and nanostructuration of materials,MSE,461,14
3756,2014-2015,Microelectronics,MICRO,432,8
3757,2014-2015,Microelectronics for systems on chips,CS,474,9
3758,2014-2015,Microstructures technology II,MICRO,431,8
3759,2014-2015,Microsystèmes et capteurs TP I,MICRO,433,9
3760,2014-2015,Microsystèmes et capteurs TP II,MICRO,434,9
3761,2014-2015,Microwaves,EE,445,27
3762,2014-2015,Mobile networks,COM,405,58
3763,2014-2015,Mobile robots,MICRO,454,43
3764,2014-2015,Model predictive control,ME,425,48
3765,2014-2015,Model-based system design,CS,478,7
3766,2014-2015,Modeling of emerging electron devices,EE,537,2
3767,2014-2015,Modelling and optimization of energy systems,ME,454,28
3768,2014-2015,Modèles stochastiques pour les communications,COM,300,45
3769,2014-2015,Modélisation des systèmes de transports,CIVIL,446,25
3770,2014-2015,Modélisation et représentation informatique I,AR,411,87
3771,2014-2015,Modélisation et représentation informatique II,AR,412,90
3772,2014-2015,Modélisation et simulation par éléments finis,ME,373,62
3774,2014-2015,Multidisciplinary organization of medtechs/biotechs,BIO,430,5
3775,2014-2015,Mécanique des structures (pour GM),ME,232,139
3776,2014-2015,Mécanique vibratoire,ME,332,89
3777,2014-2015,Méthodes de production,MICRO,340,74
3778,2014-2015,Nanobiotechnology and biophysics,CH,413,19
3779,2014-2015,Nanoelectronics,EE,535,47
3780,2014-2015,Nanotechnology,MICRO,530,10
3781,2014-2015,Negotiation techniques,MGT,466,18
3782,2014-2015,Neurosciences I : molecular neuroscience and neurodegeneration,BIO,480,12
3783,2014-2015,Neurosciences II : cellular mechanisms of brain function,BIO,482,20
3784,2014-2015,Neurosciences III : behavioral and cognitive neuroscience,BIO,483,14
3785,2014-2015,Neutronics,PHYS,443,20
3789,2014-2015,Nuclear fusion and plasma physics,PHYS,445,17
3790,2014-2015,Numerical analysis and computational mathematics,MATH,456,3
3791,2014-2015,Numerical approximation of PDE's I,MATH,451,17
3792,2014-2015,Numerical flow simulation,ME,474,50
3793,2014-2015,Numerical integration of dynamical systems,MATH,452,9
3794,2014-2015,Numerical methods for conservation laws,MATH,459,9
3795,2014-2015,Numerical methods in biomechanics,ME,484,15
3796,2014-2015,Numerical methods in heat transfer,ME,571,44
3797,2014-2015,Nutrition: from molecules to health,BIO,441,5
3798,2014-2015,Ondes de crue et de rupture de barrage,CIVIL,515,9
3799,2014-2015,Operations: economics & strategy,MGT,528,10
3800,2014-2015,Optical communications,EE,540,2
3801,2014-2015,Optical detectors,MICRO,523,24
3802,2014-2015,Optical waves propagation,MICRO,567,5
3803,2014-2015,Optics laboratories,MICRO,423,12
3804,2014-2015,Optimal decision analysis,MGT,483,31
3805,2014-2015,Optique I,PHYS,317,23
3806,2014-2015,Opto- and macroelectronic materials,MICRO,566,8
3807,2014-2015,"Organic electronic materials - synthesis, applications, properties",MSE,486,24
