,course_id,course_name,year,section,id
56,106,Bioelectronics and biomedical microelectronics,2019-2020,EE,519
57,107,Bioelectronics and biomedical microelectronics,2018-2019,EE,519
58,118,Distributed information systems,2011-2012,CS,423
59,119,Distributed information systems,2016-2017,CS,423
60,120,Distributed information systems,2017-2018,CS,423
61,121,Distributed information systems,2015-2016,CS,423
62,122,Distributed information systems,2018-2019,CS,423
63,123,Distributed information systems,2004-2005,CS,423
64,124,Distributed information systems,2006-2007,CS,423
65,125,Distributed information systems,2010-2011,CS,423
66,126,Distributed information systems,2005-2006,CS,423
67,127,Distributed information systems,2013-2014,CS,423
68,128,Distributed information systems,2012-2013,CS,423
69,129,Distributed information systems,2007-2008,CS,423
70,130,Distributed information systems,2014-2015,CS,423
71,131,Distributed information systems,2019-2020,CS,423
72,132,Distributed information systems,2008-2009,CS,423
73,133,Distributed information systems,2009-2010,CS,423
74,135,Création collective: arts-impro & ingénierie I,2019-2020,HUM,441
75,135,Création collective: arts-impro & ingénierie I,2019-2020,HUM,441
76,136,Création collective: arts-impro & ingénierie I,2018-2019,HUM,441
77,136,Création collective: arts-impro & ingénierie I,2018-2019,HUM,441
78,137,Création collective: arts-impro & ingénierie I,2017-2018,HUM,441
79,137,Création collective: arts-impro & ingénierie I,2017-2018,HUM,441
80,138,Analyse et gestion de risques,2015-2016,CIVIL,438
81,139,Analyse et gestion de risques,2016-2017,CIVIL,438
82,140,Analyse et gestion de risques,2017-2018,CIVIL,438
83,141,Analyse et gestion de risques,2018-2019,CIVIL,438
84,142,Analyse et gestion de risques,2019-2020,CIVIL,438
85,157,Cultural data sculpting,2019-2020,DH,404
86,158,Cultural data sculpting,2017-2018,DH,404
87,159,Cultural data sculpting,2018-2019,DH,404
88,167,Linear models,2017-2018,MATH,341
89,168,Linear models,2018-2019,MATH,341
90,169,Linear models,2016-2017,MATH,341
91,170,Linear models,2019-2020,MATH,341
92,185,Chemistry of food processes,2016-2017,ENG,435
93,186,Chemistry of food processes,2013-2014,ENG,435
94,187,Chemistry of food processes,2015-2016,ENG,435
95,188,Chemistry of food processes,2011-2012,ENG,435
96,189,Chemistry of food processes,2018-2019,ENG,435
97,190,Chemistry of food processes,2019-2020,ENG,435
98,191,Chemistry of food processes,2017-2018,ENG,435
99,192,Chemistry of food processes,2014-2015,ENG,435
100,193,Chemistry of food processes,2012-2013,ENG,435
101,239,Les voies de l'eau,2013-2014,AR,468
102,240,Fundamentals & processes for photovoltaic devices,2011-2012,MICRO,565
103,241,Fundamentals & processes for photovoltaic devices,2010-2011,MICRO,565
104,242,Fundamentals & processes for photovoltaic devices,2009-2010,MICRO,565
105,243,Fundamentals & processes for photovoltaic devices,2018-2019,MICRO,565
106,244,Fundamentals & processes for photovoltaic devices,2015-2016,MICRO,565
107,245,Fundamentals & processes for photovoltaic devices,2013-2014,MICRO,565
108,246,Fundamentals & processes for photovoltaic devices,2012-2013,MICRO,565
109,247,Fundamentals & processes for photovoltaic devices,2017-2018,MICRO,565
110,248,Fundamentals & processes for photovoltaic devices,2019-2020,MICRO,565
111,249,Fundamentals & processes for photovoltaic devices,2014-2015,MICRO,565
112,250,Fundamentals & processes for photovoltaic devices,2016-2017,MICRO,565
113,251,"Science, technologie et société I",2015-2016,HUM,428
114,251,"Science, technologie et société I",2015-2016,HUM,428
115,252,"Science, technologie et société I",2016-2017,HUM,428
116,252,"Science, technologie et société I",2016-2017,HUM,428
117,253,"Science, technologie et société I",2017-2018,HUM,428
118,253,"Science, technologie et société I",2017-2018,HUM,428
119,254,"Science, technologie et société I",2013-2014,HUM,428
120,254,"Science, technologie et société I",2013-2014,HUM,428
121,255,"Science, technologie et société I",2014-2015,HUM,428
122,255,"Science, technologie et société I",2014-2015,HUM,428
123,256,"Science, technologie et société I",2019-2020,HUM,428
124,256,"Science, technologie et société I",2019-2020,HUM,428
125,257,"Science, technologie et société I",2018-2019,HUM,428
126,257,"Science, technologie et société I",2018-2019,HUM,428
127,258,"Science, technologie et société I",2012-2013,HUM,428
128,258,"Science, technologie et société I",2012-2013,HUM,428
129,292,Frontiers in chemical biology,2019-2020,CH,412
130,304,Data analysis and model classification,2015-2016,EE,516
131,305,Data analysis and model classification,2012-2013,EE,516
132,306,Data analysis and model classification,2011-2012,EE,516
133,307,Data analysis and model classification,2017-2018,EE,516
134,308,Data analysis and model classification,2018-2019,EE,516
135,309,Data analysis and model classification,2010-2011,EE,516
136,310,Data analysis and model classification,2013-2014,EE,516
137,311,Data analysis and model classification,2016-2017,EE,516
138,312,Data analysis and model classification,2014-2015,EE,516
139,313,Inorganic reactivity,2015-2016,CH,423
140,314,Inorganic reactivity,2016-2017,CH,423
141,315,Inorganic reactivity,2013-2014,CH,423
142,316,Inorganic reactivity,2012-2013,CH,423
143,317,Inorganic reactivity,2009-2010,CH,423
144,318,Inorganic reactivity,2008-2009,CH,423
145,319,Inorganic reactivity,2010-2011,CH,423
146,320,Inorganic reactivity,2017-2018,CH,423
147,321,Inorganic reactivity,2014-2015,CH,423
148,322,Inorganic reactivity,2011-2012,CH,423
149,327,Catalysis for energy production,2008-2009,CH,421
150,328,Catalysis for energy production,2010-2011,CH,421
151,329,Catalysis for energy production,2012-2013,CH,421
152,330,Catalysis for energy production,2013-2014,CH,421
153,331,Catalysis for energy production,2009-2010,CH,421
154,332,Catalysis for energy production,2011-2012,CH,421
155,336,Architecture et construction de la ville I,2005-2006,AR,451
156,337,Architecture et construction de la ville I,2008-2009,AR,451
157,338,Architecture et construction de la ville I,2019-2020,AR,451
158,339,Architecture et construction de la ville I,2009-2010,AR,451
159,340,Architecture et construction de la ville I,2010-2011,AR,451
160,341,Architecture et construction de la ville I,2016-2017,AR,451
161,342,Architecture et construction de la ville I,2013-2014,AR,451
162,343,Architecture et construction de la ville I,2011-2012,AR,451
163,344,Architecture et construction de la ville I,2018-2019,AR,451
164,345,Architecture et construction de la ville I,2006-2007,AR,451
165,346,Architecture et construction de la ville I,2015-2016,AR,451
166,347,Architecture et construction de la ville I,2012-2013,AR,451
167,348,Architecture et construction de la ville I,2017-2018,AR,451
168,349,Architecture et construction de la ville I,2007-2008,AR,451
169,350,Architecture et construction de la ville I,2004-2005,AR,451
170,351,Architecture et construction de la ville I,2014-2015,AR,451
171,354,Spacecraft design and system engineering,2019-2020,EE,584
172,355,Spacecraft design and system engineering,2015-2016,EE,584
173,356,Spacecraft design and system engineering,2010-2011,EE,584
174,357,Spacecraft design and system engineering,2013-2014,EE,584
175,358,Spacecraft design and system engineering,2006-2007,EE,584
176,359,Spacecraft design and system engineering,2009-2010,EE,584
177,360,Spacecraft design and system engineering,2014-2015,EE,584
178,361,Spacecraft design and system engineering,2016-2017,EE,584
179,362,Spacecraft design and system engineering,2011-2012,EE,584
180,363,Spacecraft design and system engineering,2007-2008,EE,584
181,364,Spacecraft design and system engineering,2008-2009,EE,584
182,365,Spacecraft design and system engineering,2012-2013,EE,584
183,366,Spacecraft design and system engineering,2018-2019,EE,584
184,367,Solid waste engineering,2017-2018,ENV,500
185,368,Solid waste engineering,2018-2019,ENV,500
186,369,Solid waste engineering,2019-2020,ENV,500
187,370,Solid waste engineering,2016-2017,ENV,500
188,372,L'architecture du paysage,2016-2017,AR,478
189,377,Théorie et critique du projet MA1 (Lacaton et Druot),2017-2018,AR,401
190,378,Biomaterials,2017-2018,BIOENG,442
191,379,Biomaterials,2018-2019,BIOENG,442
192,380,Biomaterials,2005-2006,BIOENG,442
193,381,Biomaterials,2006-2007,BIOENG,442
194,382,Biomaterials,2004-2005,BIOENG,442
195,383,Biomaterials,2012-2013,BIOENG,442
196,384,Biomaterials,2013-2014,BIOENG,442
197,385,Biomaterials,2008-2009,BIOENG,442
198,386,Biomaterials,2007-2008,BIOENG,442
199,387,Biomaterials,2009-2010,BIOENG,442
200,388,Biomaterials,2010-2011,BIOENG,442
201,389,Biomaterials,2015-2016,BIOENG,442
202,390,Biomaterials,2014-2015,BIOENG,442
203,391,Biomaterials,2019-2020,BIOENG,442
204,392,Biomaterials,2011-2012,BIOENG,442
205,393,Biomaterials,2016-2017,BIOENG,442
206,394,Technology & innovation management (b),2013-2014,MGT,405
207,395,Technology & innovation management (b),2012-2013,MGT,405
208,397,Ecrire / Construire. Allers retours,2019-2020,AR,417
209,398,Technology ventures in IC,2014-2015,CS,410
210,399,Technology ventures in IC,2015-2016,CS,410
211,421,Combinatorial geometry,2017-2018,MATH,402
212,433,Studio MA1 (Bosshard Vaquer),2013-2014,AR,401
213,434,Neuroscience: from molecular mechanisms to disease,2019-2020,BIO,480
214,435,Neuroscience: from molecular mechanisms to disease,2018-2019,BIO,480
215,436,Project in genomics and bioinformatics,2011-2012,BIO,466
216,437,Project in genomics and bioinformatics,2013-2014,BIO,466
217,438,Project in genomics and bioinformatics,2012-2013,BIO,466
218,439,Project in genomics and bioinformatics,2010-2011,BIO,466
219,453,Smart grids technologies,2017-2018,EE,472
220,454,Smart grids technologies,2016-2017,EE,472
221,455,Smart grids technologies,2013-2014,EE,472
222,456,Smart grids technologies,2014-2015,EE,472
223,457,Smart grids technologies,2019-2020,EE,472
224,458,Smart grids technologies,2018-2019,EE,472
225,459,Smart grids technologies,2015-2016,EE,472
226,473,Neuroscience: cellular and circuit mechanisms,2019-2020,BIO,482
227,475,Introduction à l'architecture,2011-2012,AR,429
228,476,Introduction à l'architecture,2009-2010,AR,429
229,477,Introduction à l'architecture,2004-2005,AR,429
230,478,Introduction à l'architecture,2005-2006,AR,429
231,479,Sociologie urbaine,2004-2005,AR,489
232,480,Sociologie urbaine,2015-2016,AR,489
233,481,Sociologie urbaine,2012-2013,AR,489
234,482,Sociologie urbaine,2011-2012,AR,489
235,483,Sociologie urbaine,2016-2017,AR,489
236,484,Sociologie urbaine,2017-2018,AR,489
237,485,Sociologie urbaine,2014-2015,AR,489
238,486,Sociologie urbaine,2010-2011,AR,489
239,487,Sociologie urbaine,2009-2010,AR,489
240,488,Sociologie urbaine,2018-2019,AR,489
241,489,Sociologie urbaine,2013-2014,AR,489
242,490,Sociologie urbaine,2019-2020,AR,489
243,491,Sociologie urbaine,2007-2008,AR,489
244,492,Sociologie urbaine,2008-2009,AR,489
245,493,Sociologie urbaine,2005-2006,AR,489
246,494,Sociologie urbaine,2006-2007,AR,489
247,518,Biomechanics of the musculoskeletal system,2016-2017,ME,482
248,519,Biomechanics of the musculoskeletal system,2011-2012,ME,482
249,520,Biomechanics of the musculoskeletal system,2014-2015,ME,482
250,521,Biomechanics of the musculoskeletal system,2015-2016,ME,482
251,522,Biomechanics of the musculoskeletal system,2012-2013,ME,482
252,523,Biomechanics of the musculoskeletal system,2019-2020,ME,482
253,524,Biomechanics of the musculoskeletal system,2017-2018,ME,482
254,525,Biomechanics of the musculoskeletal system,2013-2014,ME,482
255,526,Biomechanics of the musculoskeletal system,2018-2019,ME,482
256,532,Solar decathlon summer workshop,2016-2017,PENS,491
257,533,Economie spatiale et régionale,2015-2016,AR,492
258,534,Economie spatiale et régionale,2018-2019,AR,492
259,535,Economie spatiale et régionale,2012-2013,AR,492
260,536,Economie spatiale et régionale,2013-2014,AR,492
261,537,Economie spatiale et régionale,2014-2015,AR,492
262,538,Economie spatiale et régionale,2017-2018,AR,492
263,539,Economie spatiale et régionale,2019-2020,AR,492
264,540,Economie spatiale et régionale,2016-2017,AR,492
265,541,Technology & innovation strategy,2017-2018,MGT,414
266,542,Technology & innovation strategy,2016-2017,MGT,414
267,543,Technology & innovation strategy,2019-2020,MGT,414
268,544,Technology & innovation strategy,2015-2016,MGT,414
269,545,Technology & innovation strategy,2018-2019,MGT,414
270,555,Architecture et construction de la ville II,2009-2010,AR,452
271,556,Architecture et construction de la ville II,2005-2006,AR,452
272,557,Architecture et construction de la ville II,2007-2008,AR,452
273,558,Architecture et construction de la ville II,2019-2020,AR,452
274,559,Architecture et construction de la ville II,2006-2007,AR,452
275,560,Architecture et construction de la ville II,2013-2014,AR,452
276,561,Architecture et construction de la ville II,2014-2015,AR,452
277,562,Architecture et construction de la ville II,2010-2011,AR,452
278,563,Architecture et construction de la ville II,2008-2009,AR,452
279,564,Architecture et construction de la ville II,2015-2016,AR,452
280,565,Architecture et construction de la ville II,2011-2012,AR,452
281,566,Architecture et construction de la ville II,2016-2017,AR,452
282,567,Architecture et construction de la ville II,2004-2005,AR,452
283,568,Architecture et construction de la ville II,2018-2019,AR,452
284,569,Architecture et construction de la ville II,2017-2018,AR,452
285,570,Architecture et construction de la ville II,2012-2013,AR,452
286,571,Hommes/machines II,2018-2019,HUM,416
287,571,Hommes/machines II,2018-2019,HUM,463
288,572,Hommes/machines II,2019-2020,HUM,416
289,572,Hommes/machines II,2019-2020,HUM,463
290,573,Hommes/machines II,2016-2017,HUM,416
291,573,Hommes/machines II,2016-2017,HUM,463
292,574,Hommes/machines II,2017-2018,HUM,416
293,574,Hommes/machines II,2017-2018,HUM,463
294,575,Hommes/machines II,2009-2010,HUM,416
295,575,Hommes/machines II,2009-2010,HUM,463
296,576,Hommes/machines II,2013-2014,HUM,416
297,576,Hommes/machines II,2013-2014,HUM,463
298,577,Hommes/machines II,2014-2015,HUM,416
299,577,Hommes/machines II,2014-2015,HUM,463
300,578,Hommes/machines II,2012-2013,HUM,416
301,578,Hommes/machines II,2012-2013,HUM,463
302,579,Hommes/machines II,2015-2016,HUM,416
303,579,Hommes/machines II,2015-2016,HUM,463
304,581,Opto- and macroelectronic materials,2009-2010,MICRO,566
305,582,Opto- and macroelectronic materials,2011-2012,MICRO,566
306,583,Opto- and macroelectronic materials,2010-2011,MICRO,566
307,584,Opto- and macroelectronic materials,2015-2016,MICRO,566
308,585,Opto- and macroelectronic materials,2013-2014,MICRO,566
309,586,Opto- and macroelectronic materials,2014-2015,MICRO,566
310,587,Opto- and macroelectronic materials,2012-2013,MICRO,566
311,595,Caractères architecturaux et urbanismes de l'Islam,2008-2009,AR,457
312,596,Caractères architecturaux et urbanismes de l'Islam,2012-2013,AR,457
313,597,Caractères architecturaux et urbanismes de l'Islam,2016-2017,AR,457
314,598,Caractères architecturaux et urbanismes de l'Islam,2018-2019,AR,457
315,599,Caractères architecturaux et urbanismes de l'Islam,2013-2014,AR,457
316,600,Caractères architecturaux et urbanismes de l'Islam,2014-2015,AR,457
317,601,Caractères architecturaux et urbanismes de l'Islam,2009-2010,AR,457
318,602,Caractères architecturaux et urbanismes de l'Islam,2011-2012,AR,457
319,603,Caractères architecturaux et urbanismes de l'Islam,2010-2011,AR,457
320,604,Caractères architecturaux et urbanismes de l'Islam,2017-2018,AR,457
321,605,Caractères architecturaux et urbanismes de l'Islam,2015-2016,AR,457
322,606,Caractères architecturaux et urbanismes de l'Islam,2019-2020,AR,457
323,613,Instability,2019-2020,ME,466
324,614,Instability,2018-2019,ME,466
325,615,Instability,2017-2018,ME,466
326,616,Instability,2016-2017,ME,466
327,617,Instability,2015-2016,ME,466
328,618,Catalysis for emission control and energy processes,2019-2020,ChE,410
329,619,Catalysis for emission control and energy processes,2017-2018,ChE,410
330,620,Catalysis for emission control and energy processes,2016-2017,ChE,410
331,621,Catalysis for emission control and energy processes,2015-2016,ChE,410
332,622,Catalysis for emission control and energy processes,2018-2019,ChE,410
333,623,Catalysis for emission control and energy processes,2014-2015,ChE,410
334,628,Matériaux et structures,2017-2018,CIVIL,532
335,629,Matériaux et structures,2009-2010,CIVIL,532
336,630,Matériaux et structures,2014-2015,CIVIL,532
337,631,Matériaux et structures,2019-2020,CIVIL,532
338,632,Matériaux et structures,2011-2012,CIVIL,532
339,633,Matériaux et structures,2018-2019,CIVIL,532
340,634,Matériaux et structures,2012-2013,CIVIL,532
341,635,Matériaux et structures,2016-2017,CIVIL,532
342,636,Matériaux et structures,2015-2016,CIVIL,532
343,637,Matériaux et structures,2010-2011,CIVIL,532
344,638,Matériaux et structures,2007-2008,CIVIL,532
345,639,Matériaux et structures,2008-2009,CIVIL,532
346,640,Matériaux et structures,2006-2007,CIVIL,532
347,641,Matériaux et structures,2004-2005,CIVIL,532
348,642,Matériaux et structures,2005-2006,CIVIL,532
349,643,Matériaux et structures,2013-2014,CIVIL,532
350,652,Frontiers in nanosciences,2016-2017,PHYS,407
351,653,Frontiers in nanosciences,2009-2010,PHYS,407
352,654,Frontiers in nanosciences,2014-2015,PHYS,407
353,655,Frontiers in nanosciences,2015-2016,PHYS,407
354,656,Frontiers in nanosciences,2013-2014,PHYS,407
355,657,Frontiers in nanosciences,2011-2012,PHYS,407
356,658,Frontiers in nanosciences,2012-2013,PHYS,407
357,659,Frontiers in nanosciences,2010-2011,PHYS,407
358,660,Frontiers in nanosciences,2017-2018,PHYS,407
359,661,Frontiers in nanosciences,2019-2020,PHYS,407
360,662,Frontiers in nanosciences,2018-2019,PHYS,407
361,667,Advanced topics on privacy enhancing technologies,2018-2019,CS,523
362,668,Advanced topics on privacy enhancing technologies,2019-2020,CS,523
363,678,Water and wastewater treatment,2018-2019,ENV,405
364,679,Water and wastewater treatment,2012-2013,ENV,405
365,680,Water and wastewater treatment,2011-2012,ENV,405
366,681,Water and wastewater treatment,2014-2015,ENV,405
367,682,Water and wastewater treatment,2017-2018,ENV,405
368,683,Water and wastewater treatment,2019-2020,ENV,405
369,684,Water and wastewater treatment,2010-2011,ENV,405
370,685,Water and wastewater treatment,2008-2009,ENV,405
371,686,Water and wastewater treatment,2009-2010,ENV,405
372,687,Water and wastewater treatment,2007-2008,ENV,405
373,688,Water and wastewater treatment,2016-2017,ENV,405
374,689,Water and wastewater treatment,2015-2016,ENV,405
375,690,Water and wastewater treatment,2013-2014,ENV,405
376,691,Cellular signalling,2011-2012,CH,411
377,692,Cellular signalling,2018-2019,CH,411
378,693,Cellular signalling,2007-2008,CH,411
379,694,Cellular signalling,2012-2013,CH,411
380,695,Cellular signalling,2014-2015,CH,411
381,696,Cellular signalling,2005-2006,CH,411
382,697,Cellular signalling,2009-2010,CH,411
383,698,Cellular signalling,2017-2018,CH,411
384,699,Cellular signalling,2006-2007,CH,411
385,700,Cellular signalling,2013-2014,CH,411
386,701,Cellular signalling,2010-2011,CH,411
387,702,Cellular signalling,2016-2017,CH,411
388,703,Cellular signalling,2008-2009,CH,411
389,704,Cellular signalling,2015-2016,CH,411
390,705,Cellular signalling,2019-2020,CH,411
391,706,"Science, technologie et société II",2013-2014,HUM,428
392,706,"Science, technologie et société II",2013-2014,HUM,426
393,707,"Science, technologie et société II",2015-2016,HUM,428
394,707,"Science, technologie et société II",2015-2016,HUM,426
395,708,"Science, technologie et société II",2016-2017,HUM,428
396,708,"Science, technologie et société II",2016-2017,HUM,426
397,709,"Science, technologie et société II",2014-2015,HUM,428
398,709,"Science, technologie et société II",2014-2015,HUM,426
399,710,"Science, technologie et société II",2012-2013,HUM,428
400,710,"Science, technologie et société II",2012-2013,HUM,426
401,711,"Science, technologie et société II",2018-2019,HUM,428
402,711,"Science, technologie et société II",2018-2019,HUM,426
403,712,"Science, technologie et société II",2017-2018,HUM,428
404,712,"Science, technologie et société II",2017-2018,HUM,426
405,713,"Science, technologie et société II",2019-2020,HUM,428
406,713,"Science, technologie et société II",2019-2020,HUM,426
407,714,Advanced signal processing,2010-2011,EE,450
408,715,Advanced signal processing,2005-2006,EE,450
409,716,Advanced signal processing,2009-2010,EE,450
410,717,Advanced signal processing,2011-2012,EE,450
411,718,Advanced signal processing,2014-2015,EE,450
412,719,Advanced signal processing,2006-2007,EE,450
413,720,Advanced signal processing,2007-2008,EE,450
414,721,Advanced signal processing,2008-2009,EE,450
415,722,Advanced signal processing,2013-2014,EE,450
416,723,Advanced signal processing,2012-2013,EE,450
417,724,Sciences et religions I,2016-2017,HUM,436
418,724,Sciences et religions I,2016-2017,HUM,436
419,725,Sciences et religions I,2017-2018,HUM,436
420,725,Sciences et religions I,2017-2018,HUM,436
421,726,Sciences et religions I,2015-2016,HUM,436
422,726,Sciences et religions I,2015-2016,HUM,436
423,727,Sciences et religions I,2018-2019,HUM,436
424,727,Sciences et religions I,2018-2019,HUM,436
425,728,Sciences et religions I,2014-2015,HUM,436
426,728,Sciences et religions I,2014-2015,HUM,436
427,729,Sciences et religions I,2019-2020,HUM,436
428,729,Sciences et religions I,2019-2020,HUM,436
429,730,Virtual reality,2009-2010,CS,444
430,731,Virtual reality,2004-2005,CS,444
431,732,Virtual reality,2005-2006,CS,444
432,733,Virtual reality,2008-2009,CS,444
433,734,Virtual reality,2007-2008,CS,444
434,735,Virtual reality,2015-2016,CS,444
435,736,Virtual reality,2016-2017,CS,444
436,737,Virtual reality,2017-2018,CS,444
437,738,Virtual reality,2018-2019,CS,444
438,739,Virtual reality,2014-2015,CS,444
439,740,Virtual reality,2013-2014,CS,444
440,741,Virtual reality,2011-2012,CS,444
441,742,Virtual reality,2006-2007,CS,444
442,743,Virtual reality,2012-2013,CS,444
443,744,Virtual reality,2019-2020,CS,444
444,745,Virtual reality,2010-2011,CS,444
445,746,Analysis and mitigation of geohazards,2014-2015,CIVIL,531
446,748,Dynamique des structures,2010-2011,CIVIL,420
447,749,Dynamique des structures,2005-2006,CIVIL,420
448,750,Dynamique des structures,2008-2009,CIVIL,420
449,751,Dynamique des structures,2007-2008,CIVIL,420
450,752,Dynamique des structures,2004-2005,CIVIL,420
451,753,Dynamique des structures,2006-2007,CIVIL,420
452,754,Dynamique des structures,2009-2010,CIVIL,420
453,755,Dynamique des structures,2015-2016,CIVIL,420
454,756,Dynamique des structures,2019-2020,CIVIL,420
455,757,Dynamique des structures,2014-2015,CIVIL,420
456,758,Dynamique des structures,2012-2013,CIVIL,420
457,759,Dynamique des structures,2016-2017,CIVIL,420
458,760,Dynamique des structures,2017-2018,CIVIL,420
459,761,Dynamique des structures,2018-2019,CIVIL,420
460,762,Dynamique des structures,2011-2012,CIVIL,420
461,763,Dynamique des structures,2013-2014,CIVIL,420
462,771,VLSI design II,2006-2007,EE,431
463,772,VLSI design II,2009-2010,EE,431
464,773,VLSI design II,2010-2011,EE,431
465,774,VLSI design II,2004-2005,EE,431
466,775,VLSI design II,2005-2006,EE,431
467,776,VLSI design II,2007-2008,EE,431
468,777,VLSI design II,2012-2013,EE,431
469,778,VLSI design II,2011-2012,EE,431
470,779,VLSI design II,2008-2009,EE,431
471,780,VLSI design II,2013-2014,EE,431
472,781,Chemistry of f elements,2018-2019,CH,427
473,782,Chemistry of f elements,2019-2020,CH,427
474,783,Low-power radio design for IoT,2018-2019,MICRO,461
475,790,System identification,2017-2018,ME,421
476,791,System identification,2019-2020,ME,421
477,792,System identification,2018-2019,ME,421
478,793,System identification,2015-2016,ME,421
479,794,System identification,2016-2017,ME,421
480,795,System identification,2013-2014,ME,421
481,796,System identification,2014-2015,ME,421
482,797,Critique du projet urbain contemporain,2019-2020,AR,493
483,798,Critique du projet urbain contemporain,2018-2019,AR,493
484,799,Physique du solide III,2016-2017,PHYS,419
485,800,Physique du solide III,2004-2005,PHYS,419
486,801,Physique du solide III,2006-2007,PHYS,419
487,802,Physique du solide III,2010-2011,PHYS,419
488,803,Physique du solide III,2005-2006,PHYS,419
489,804,Physique du solide III,2012-2013,PHYS,419
490,805,Physique du solide III,2008-2009,PHYS,419
491,806,Physique du solide III,2009-2010,PHYS,419
492,807,Physique du solide III,2007-2008,PHYS,419
493,808,Physique du solide III,2015-2016,PHYS,419
494,809,Physique du solide III,2014-2015,PHYS,419
495,810,Physique du solide III,2013-2014,PHYS,419
496,811,Physique du solide III,2011-2012,PHYS,419
497,812,Physique du solide III,2017-2018,PHYS,419
498,831,UE N : Art et architecture: constructing the view II,2016-2017,AR,416
499,832,UE N : Art et architecture: constructing the view II,2015-2016,AR,416
500,833,UE N : Art et architecture: constructing the view II,2017-2018,AR,416
501,834,UE N : Art et architecture: constructing the view II,2018-2019,AR,416
502,835,UE N : Art et architecture: constructing the view II,2019-2020,AR,416
503,836,Culture médiatique I,2014-2015,HUM,404
504,836,Culture médiatique I,2014-2015,HUM,404
505,837,Culture médiatique I,2013-2014,HUM,404
506,837,Culture médiatique I,2013-2014,HUM,404
507,838,Culture médiatique I,2015-2016,HUM,404
508,838,Culture médiatique I,2015-2016,HUM,404
509,839,Culture médiatique I,2012-2013,HUM,404
510,839,Culture médiatique I,2012-2013,HUM,404
511,840,Culture médiatique I,2011-2012,HUM,404
