,course_name,year,section,nr_students
22810,Théorie et critique du projet MA2 (Gugger),2014-2015,Architecture,13
22811,Théorie et critique du projet MA2 (Gugger),2015-2016,Architecture,9
22812,Théorie et critique du projet MA2 (Gugger),2016-2017,Architecture,20
22813,Théorie et critique du projet MA2 (Gugger),2017-2018,Architecture,28
22814,Théorie et critique du projet MA2 (Gugger),2018-2019,Architecture,25
22815,Théorie et critique du projet MA2 (Gugger),2019-2020,Architecture,21
22816,Théorie et critique du projet MA2 (Huang),2008-2009,Architecture,13
22817,Théorie et critique du projet MA2 (Huang),2008-2009,Mobilité AR,1
22818,Théorie et critique du projet MA2 (Huang),2009-2010,Architecture,12
22819,Théorie et critique du projet MA2 (Huang),2010-2011,Architecture,11
22820,Théorie et critique du projet MA2 (Huang),2011-2012,Architecture,11
22821,Théorie et critique du projet MA2 (Huang),2012-2013,Architecture,12
22822,Théorie et critique du projet MA2 (Huang),2016-2017,Architecture,3
22823,Théorie et critique du projet MA2 (Huang),2017-2018,Architecture,12
22824,Théorie et critique du projet MA2 (Huang),2018-2019,Architecture,21
22825,Théorie et critique du projet MA2 (Huang),2019-2020,Architecture,16
22826,Théorie et critique du projet MA2 (Huang),2019-2020,Mobilité AR,1
22827,Théorie et critique du projet MA2 (Hubmann & Vass),2012-2013,Architecture,18
22828,Théorie et critique du projet MA2 (Hubmann & Vass),2012-2013,Mobilité AR,4
22829,Théorie et critique du projet MA2 (Jaccaud),2008-2009,Architecture,20
22830,Théorie et critique du projet MA2 (Jaccaud),2009-2010,Architecture,10
22831,Théorie et critique du projet MA2 (Jaccaud),2009-2010,Mobilité AR,1
22832,Théorie et critique du projet MA2 (Kempe & Thill),2014-2015,Architecture,2
22833,Théorie et critique du projet MA2 (Kempe & Thill),2014-2015,Mobilité AR,2
22834,Théorie et critique du projet MA2 (Lacaton et Druot),2017-2018,Architecture,27
22835,Théorie et critique du projet MA2 (Lamunière & Jaccaud),2007-2008,Architecture,16
22836,Théorie et critique du projet MA2 (Lamunière & Jaccaud),2007-2008,Mobilité AR,7
22837,Théorie et critique du projet MA2 (Lamunière),2010-2011,Architecture,20
22838,Théorie et critique du projet MA2 (Lamunière),2010-2011,Mobilité AR,1
22839,Théorie et critique du projet MA2 (Lamunière),2011-2012,Architecture,14
22840,Théorie et critique du projet MA2 (Lamunière),2011-2012,Mobilité AR,2
22841,Théorie et critique du projet MA2 (Lamunière),2012-2013,Architecture,11
22842,Théorie et critique du projet MA2 (Lamunière),2013-2014,Architecture,10
22843,Théorie et critique du projet MA2 (Lamunière),2014-2015,Architecture,13
22844,Théorie et critique du projet MA2 (Lamunière),2014-2015,Mobilité AR,1
22845,Théorie et critique du projet MA2 (Lamunière),2015-2016,Architecture,10
22846,Théorie et critique du projet MA2 (Lamunière),2016-2017,Architecture,11
22847,Théorie et critique du projet MA2 (Lamunière),2017-2018,Architecture,20
22848,Théorie et critique du projet MA2 (Lamunière),2017-2018,Mobilité AR,1
22849,Théorie et critique du projet MA2 (Linazasoro et Sanchez),2018-2019,Architecture,29
22850,Théorie et critique du projet MA2 (Lütjens et Padmanabhan),2016-2017,Architecture,24
22851,Théorie et critique du projet MA2 (Ménard),2015-2016,Architecture,15
22852,Théorie et critique du projet MA2 (Müller Inderbitzin),2015-2016,Architecture,25
22853,Théorie et critique du projet MA2 (Müller Inderbitzin),2015-2016,Mobilité AR,2
22854,Théorie et critique du projet MA2 (Ortelli),2010-2011,Architecture,15
22855,Théorie et critique du projet MA2 (Ortelli),2010-2011,Mobilité AR,1
22856,Théorie et critique du projet MA2 (Ortelli),2011-2012,Architecture,12
22857,Théorie et critique du projet MA2 (Saunt),2008-2009,Architecture,11
22858,Théorie et critique du projet MA2 (Saunt),2009-2010,Architecture,9
22859,Théorie et critique du projet MA2 (Saunt),2009-2010,Mobilité AR,1
22860,Théorie et critique du projet MA2 (Souto de Moura & Da Cunha),2010-2011,Architecture,12
22861,Théorie et critique du projet MA2 (Souto de Moura & Da Cunha),2010-2011,Mobilité AR,1
22862,Théorie et critique du projet MA2 (Tombesi et Vannucci),2017-2018,Architecture,12
22863,Théorie et critique du projet MA2 (Tombesi),2018-2019,Architecture,8
22864,Théorie et critique du projet MA2 (Tombesi),2018-2019,Mobilité AR,1
22865,Théorie et critique du projet MA2 (Vigano),2013-2014,Architecture,7
22866,Théorie et critique du projet MA2 (Vigano),2018-2019,Architecture,16
22867,Théorie et critique du projet MA2 (Vigano),2019-2020,Architecture,4
22868,Théorie et critique du projet MA2 (Vigano),2019-2020,Mobilité AR,1
22869,Théorie et critique du projet MA2 (Weinand),2007-2008,Architecture,14
22870,Théorie et critique du projet MA2 (Weinand),2008-2009,Architecture,14
22871,Théorie et critique du projet MA2 (Weinand),2009-2010,Architecture,7
22872,Théorie et critique du projet MA2 (Weinand),2009-2010,Mobilité AR,3
22873,Théorie et critique du projet MA2 (Weinand),2010-2011,Architecture,14
22874,Théorie et critique du projet MA2 (Weinand),2011-2012,Architecture,13
22875,Théorie et critique du projet MA2 (Weinand),2011-2012,Mobilité AR,2
22876,Théorie et critique du projet MA2 (Weinand),2012-2013,Architecture,14
22877,Théorie et critique du projet MA2 (Weinand),2013-2014,Architecture,20
22878,Théorie et critique du projet MA2 (Weinand),2014-2015,Architecture,17
22879,Théorie et critique du projet MA2 (Weinand),2014-2015,Mobilité AR,1
22880,Théorie et critique du projet MA2 (Weinand),2015-2016,Architecture,12
22881,Théorie et critique du projet MA2 (Weinand),2016-2017,Architecture,12
22882,Théorie et critique du projet MA2 (Weinand),2016-2017,Mobilité AR,1
22883,Théorie et critique du projet MA2 (Weinand),2017-2018,Architecture,6
22884,Théorie et critique du projet MA2 (Weinand),2018-2019,Architecture,9
22885,Théorie et critique du projet MA2 (Weinand),2019-2020,Architecture,7
22886,Théorie et critique du projet MA2 (Weinand),2019-2020,Mobilité AR,1
22887,Théorie et critique du projet MA2 (Zuber),2015-2016,Architecture,4
22888,Théorie et critique du projet MA3 (Berger),2007-2008,Architecture,2
22889,Théorie et critique du projet MA3 (Claus),2012-2013,Architecture,1
22890,Théorie et critique du projet MA3 (Gugger),2008-2009,Architecture,1
22891,Théorie et critique du projet MA3 (Huang),2009-2010,Architecture,2
22892,Théorie et critique du projet MA3 (Huang),2012-2013,Architecture,1
22893,Théorie et critique du projet MA3 (Hubmann & Vass),2012-2013,Architecture,1
22894,Théorie et critique du projet MA3 (Kirchhoff),2009-2010,Architecture,2
22895,Théorie et critique du projet MA3 (Lamunière & Jaccaud),2007-2008,Architecture,3
22896,Théorie et critique du projet MA3 (Lamunière),2011-2012,Architecture,1
22897,Théorie et critique du projet MA3 (Lamunière),2012-2013,Architecture,1
22898,Théorie et critique du projet MA3 (Mangado),2011-2012,Architecture,1
22899,Théorie et critique du projet MA3 (Ortelli),2010-2011,Architecture,2
22900,Théorie et critique du projet MA3 (Rebelo),2009-2010,Architecture,2
22901,Théorie et critique du projet MA3 (Saunt),2008-2009,Architecture,1
22902,Théorie et critique du projet MA3 (Souto de Moura & Da Cunha),2010-2011,Architecture,1
22903,Théorie et critique du projet MA3 (Weinand),2007-2008,Architecture,3
22904,Théorie et critique du projet MA3 (Weinand),2011-2012,Architecture,1
22905,Théorie et critique du projet VII (Berger),2005-2006,Architecture,26
22906,Théorie et critique du projet VII (Berger),2006-2007,Architecture,24
22907,Théorie et critique du projet VII (Jaccaud),2006-2007,Architecture,15
22908,Théorie et critique du projet VII (Jaccaud),2006-2007,Mobilité AR,3
22909,Théorie et critique du projet VII (Lamunière),2005-2006,Architecture,24
22910,Théorie et critique du projet VII (Weinand),2006-2007,Architecture,7
22911,Théorie et critique du projet VII (donné en anglais) (Gugger),2005-2006,Architecture,26
22912,Théorie et critique du projet VII (donné en anglais) (Gugger),2006-2007,Architecture,21
22913,Théorie et critique du projet VII (donné en anglais) (Gugger),2006-2007,Mobilité AR,2
22914,Théorie et critique du projet VII (donné en anglais) (Huang J.),2006-2007,Architecture,8
22915,Théorie et critique du projet VII (donné en anglais) (Huang J.),2006-2007,Mobilité AR,4
22916,Théorie et critique du projet VII (donné en anglais) (Sejima & Nishizawa),2006-2007,Architecture,9
22917,Théorie et critique du projet VII (donné en anglais) (Sejima & Nishizawa),2006-2007,Mobilité AR,2
22918,Théorie et critique du projet VIII (Berger),2005-2006,Architecture,30
22919,Théorie et critique du projet VIII (Berger),2006-2007,Architecture,14
22920,Théorie et critique du projet VIII (Jaccaud),2006-2007,Architecture,9
22921,Théorie et critique du projet VIII (Jaccaud),2006-2007,Mobilité AR,3
22922,Théorie et critique du projet VIII (Lamunière),2005-2006,Architecture,13
22923,Théorie et critique du projet VIII (Madridejos & Sancho),2006-2007,Architecture,11
22924,Théorie et critique du projet VIII (Madridejos & Sancho),2006-2007,Mobilité AR,4
22925,Théorie et critique du projet VIII (Weinand),2006-2007,Architecture,13
22926,Théorie et critique du projet VIII (donné en anglais) (Gugger),2005-2006,Architecture,28
22927,Théorie et critique du projet VIII (donné en anglais) (Gugger),2006-2007,Architecture,21
22928,Théorie et critique du projet VIII (donné en anglais) (Gugger),2006-2007,Mobilité AR,2
22929,Théorie et critique du projet VIII (donné en anglais) (Huang J.),2006-2007,Architecture,9
22930,Théorie et critique du projet VIII (donné en anglais) (Huang J.),2006-2007,Mobilité AR,2
22931,Théorie et histoire de la représentation I,2004-2005,Architecture,53
22932,Théorie et histoire de la représentation I,2005-2006,Architecture,62
22933,Théorie et histoire de la représentation I,2006-2007,Architecture,78
22934,Théorie et histoire de la représentation II,2004-2005,Architecture,50
22935,Théorie et histoire de la représentation II,2005-2006,Architecture,42
22936,Théorie et histoire de la représentation II,2006-2007,Architecture,36
22937,Théorie urbaine I,2004-2005,Architecture,54
22938,Théorie urbaine II,2004-2005,Architecture,50
22939,Théorie urbaine II,2004-2005,Sciences et ingénierie de l'environnement,2
22940,Théories et techniques du projet de sauvegarde,2013-2014,Architecture,54
22941,Théories et techniques du projet de sauvegarde,2013-2014,"Mineur en Design intégré, architecture et durabilité",1
22942,Théories et techniques du projet de sauvegarde,2014-2015,Architecture,29
22943,Théories et techniques du projet de sauvegarde,2015-2016,Architecture,52
22944,Théories et techniques du projet de sauvegarde,2016-2017,Architecture,42
22945,Théories et techniques du projet de sauvegarde,2017-2018,Architecture,32
22946,Théories et techniques du projet de sauvegarde,2017-2018,"Mineur en Design intégré, architecture et durabilité",1
22947,Théories et techniques du projet de sauvegarde,2018-2019,Architecture,29
22948,Théories et techniques du projet de sauvegarde,2019-2020,Architecture,31
22949,Théories urbaines I,2005-2006,Architecture,24
22950,Théories urbaines I,2005-2006,Génie civil,5
22951,Théories urbaines I,2005-2006,Sciences et ingénierie de l'environnement,2
22952,Théories urbaines I,2006-2007,Architecture,51
22953,Théories urbaines I,2007-2008,Architecture,24
22954,Théories urbaines I,2008-2009,Architecture,30
22955,Théories urbaines I,2009-2010,Architecture,35
22956,Théories urbaines I,2009-2010,Mineurs,1
22957,Théories urbaines II,2005-2006,Architecture,42
22958,Théories urbaines II,2005-2006,Génie civil,3
22959,Théories urbaines II,2005-2006,Sciences et ingénierie de l'environnement,2
22960,Théories urbaines II,2006-2007,Architecture,23
22961,Théories urbaines II,2007-2008,Architecture,40
22962,Théories urbaines II,2008-2009,Architecture,23
22963,Théories urbaines II,2009-2010,Architecture,11
22964,Théories urbaines II,2009-2010,Mineurs,3
22965,Time series,2008-2009,Ingénierie financière,7
22966,Time series,2008-2009,Mathématiques,32
22967,Time series,2009-2010,Ingénierie financière,22
22968,Time series,2009-2010,Mathématiques,12
22969,Time series,2010-2011,Ingénierie financière,26
22970,Time series,2010-2011,Ingénierie mathématique,5
22971,Time series,2011-2012,Ingénierie financière,16
22972,Time series,2011-2012,Mathématiques,29
22973,Time series,2012-2013,Ingénierie financière,26
22974,Time series,2012-2013,Mathématiques,22
22975,Time series,2013-2014,Informatique,2
22976,Time series,2013-2014,Ingénierie financière,31
22977,Time series,2013-2014,Mathématiques,28
22978,Time series,2013-2014,Systèmes de communication,7
22979,Time series,2014-2015,Ingénierie financière,15
22980,Time series,2014-2015,Mathématiques,38
22981,Time series,2014-2015,Systèmes de communication,10
22982,Time series,2015-2016,Ingénierie financière,12
22983,Time series,2015-2016,Mathématiques,21
22984,Time series,2016-2017,Ingénierie financière,12
22985,Time series,2016-2017,Mathématiques,25
22986,Time series,2017-2018,Data Science,4
22987,Time series,2017-2018,Ingénierie financière,25
22988,Time series,2017-2018,Mathématiques,20
22989,Time series,2018-2019,Data Science,4
22990,Time series,2018-2019,Ingénierie financière,5
22991,Time series,2018-2019,Mathématiques,43
22992,Time series,2019-2020,Data Science,7
22993,Time series,2019-2020,Ingénierie financière,18
22994,Time series,2019-2020,Mathématiques,35
22995,Time series,2019-2020,Mineur en Ingénierie financière,1
22996,Tissue engineering,2010-2011,Bioingénierie,9
22997,Tissue engineering,2011-2012,Bioingénierie,8
22998,Tissue engineering,2012-2013,Bioingénierie,11
22999,Tissue engineering,2013-2014,Bioingénierie,4
23000,Tissue engineering,2014-2015,Bioingénierie,16
23001,Tissue engineering,2015-2016,Bioingénierie,4
23002,Tissue engineering,2016-2017,Bioingénierie,7
23003,Tissue engineering,2017-2018,Bioingénierie,15
23004,Tissue engineering,2018-2019,Bioingénierie,3
23005,Tissue engineering,2018-2019,Ingénierie des sciences du vivant,21
23006,Tissue engineering,2019-2020,Ingénierie des sciences du vivant,25
23007,Topics in Asset Pricing,2008-2009,Management de la technologie,1
23008,Topics in Cognitive and Behavioural Neuroscience,2006-2007,Sciences et technologies du vivant - master,1
23009,Topics in Computational Social Science (2019),2016-2017,Informatique et communications,3
23010,Topics in Computational Social Science (2019),2017-2018,Informatique et communications,4
23011,Topics in Computational Social Science (2019),2018-2019,Informatique et communications,5
23012,Topics in Computational Social Science (TopiCCS),2019-2020,Informatique et communications,4
23013,Topics in Language-based Software Security,2018-2019,Informatique et communications,3
23014,Topics in Molecular and Cellular Neuroscience,2006-2007,Sciences et technologies du vivant - master,3
23015,Topics in bioinformatics I,2006-2007,Bioingénierie,3
23016,Topics in bioinformatics I,2006-2007,Sciences et technologies du vivant - master,4
23017,Topics in bioinformatics I,2006-2007,Systèmes de communication - master,3
23018,Topics in bioinformatics I,2007-2008,Bioingénierie,2
23019,Topics in bioinformatics I,2007-2008,Sciences et technologies du vivant - master,2
