,year,course_name,section,enrollments
6187,2018-2019,Image processing I,MICRO,131
6188,2018-2019,Image processing II,MICRO,39
6189,2018-2019,Image processing for Earth observation,ENV,22
6190,2018-2019,Imaging optics,MICRO,13
6191,2018-2019,Immunoengineering,BIOENG,26
6192,2018-2019,Immunology,BIO,18
6193,2018-2019,Indoor air quality and ventilation,CIVIL,3
6194,2018-2019,Industrial automation,CS,16
6195,2018-2019,Industrial electronics I,EE,14
6196,2018-2019,Industrial electronics II,EE,9
6197,2018-2019,"Industry dynamics, models & trends",MGT,13
6198,2018-2019,Infection biology,BIO,25
6199,2018-2019,Information security and privacy,COM,151
6200,2018-2019,Information technology & digital strategy,MGT,5
6201,2018-2019,Information theory and coding,COM,37
6202,2018-2019,Information theory and signal processing,COM,9
6203,2018-2019,Information: strategy & economics,MGT,27
6204,2018-2019,Innovation management,MGT,10
6205,2018-2019,Instability,ME,21
6206,2018-2019,Integrated circuits technology,EE,8
6207,2018-2019,Intelligent agents,CS,61
6208,2018-2019,Interactive conceptual design of structural forms,AR,18
6209,2018-2019,Intercultural presentation skills,MGT,13
6210,2018-2019,Interest rate and credit risk models,FIN,26
6211,2018-2019,Introduction au BIM (Building Information Modeling),AR,53
6212,2018-2019,Introduction au droit et à l'éthique,BIO,54
6213,2018-2019,Introduction au génie chimique TP,ChE,42
6214,2018-2019,Introduction to additive manufacturing,ME,71
6215,2018-2019,Introduction to algebraic geometry,MATH,4
6216,2018-2019,Introduction to computer graphics,CS,77
6217,2018-2019,Introduction to crystal growth by epitaxy,MSE,8
6218,2018-2019,Introduction to database systems,CS,135
6219,2018-2019,Introduction to econometrics,MGT,20
6220,2018-2019,Introduction to electronic structure methods,CH,1
6221,2018-2019,Introduction to finance,FIN,38
6222,2018-2019,Introduction to magnetic materials in modern technologies,MSE,10
6223,2018-2019,Introduction to medical radiation physics,PHYS,4
6224,2018-2019,Introduction to natural language processing,CS,83
6225,2018-2019,Introduction to nuclear engineering,ME,29
6226,2018-2019,Introduction to particle accelerators,PHYS,19
6227,2018-2019,Introduction à l'informatique visuelle,CS,128
6228,2018-2019,Introduction à la physique des astroparticules,PHYS,4
6229,2018-2019,Investments,FIN,37
6230,2018-2019,La nouvelle architecture internationale en Suisse,AR,30
6231,2018-2019,Lab in EDA based design,EE,56
6232,2018-2019,Lab in acoustics,EE,1
6233,2018-2019,Lab in data science,EE,23
6234,2018-2019,Lab in electrical energy systems,EE,28
6235,2018-2019,Lab in microelectronics,EE,1
6236,2018-2019,Lab in microwaves,EE,1
6237,2018-2019,Lab in signal and image processing,EE,6
6238,2018-2019,Lab methods : bioactive compounds screening,BIOENG,4
6239,2018-2019,Lab methods : biosafety,BIOENG,15
6240,2018-2019,Lab methods : flow cytometry,BIOENG,2
6241,2018-2019,Lab on app development for tablets and smartphones,EE,51
6242,2018-2019,Large-area electronics: devices and materials,MICRO,5
6243,2018-2019,Laser fundamentals and applications for engineers,MICRO,12
6244,2018-2019,Laser microprocessing,MICRO,8
6245,2018-2019,Lasers: theory and modern applications,MICRO,15
6246,2018-2019,Lattice models,MATH,7
6247,2018-2019,Le projet du confort dans l'architecture du XXe s.,AR,50
6248,2018-2019,Leading and managing in a global context,MGT,10
6249,2018-2019,Learning theory,CS,38
6250,2018-2019,Legged robots,MICRO,29
6251,2018-2019,Life cycle engineering of polymers,MSE,35
6252,2018-2019,Lifecycle performance of product systems,ME,55
6253,2018-2019,Limnology,ENV,11
6254,2018-2019,Linear algebraic groups,MATH,4
6255,2018-2019,Linear models,MATH,47
6256,2018-2019,Logistique et analyse de la demande,MGT,9
6257,2018-2019,Low-power radio design for IoT,MICRO,13
6258,2018-2019,Low-rank approximation techniques,MATH,4
6259,2018-2019,MEMS practicals I,MICRO,10
6260,2018-2019,MEMS practicals II,MICRO,8
6261,2018-2019,Machine learning,CS,291
6262,2018-2019,Machine learning programming,MICRO,37
6263,2018-2019,Macrofinance,FIN,40
6264,2018-2019,Magma et principes,AR,125
6265,2018-2019,Management de projet et analyse du risque,MGT,131
6266,2018-2019,Manufacturing systems and supply chain dynamics,MICRO,17
6267,2018-2019,Markov chains and algorithmic applications,COM,31
6268,2018-2019,Martingales in financial mathematics,MATH,5
6269,2018-2019,Materials and technology of microfabrication,MICRO,9
6270,2018-2019,Materials selection,MSE,16
6271,2018-2019,Mathematical foundations of signal processing,COM,12
6272,2018-2019,Mathematical modelling of DNA,MATH,8
6273,2018-2019,Mathematical modelling of behavior,MATH,8
6274,2018-2019,Mathematical physiology,MATH,3
6275,2018-2019,Mathematics of data: from theory to computation,EE,27
6276,2018-2019,Matériaux et structures,CIVIL,44
6277,2018-2019,Mechanical product design and development,ME,16
6278,2018-2019,Media security,EE,3
6279,2018-2019,Micro and nanostructuration of materials,MSE,9
6280,2018-2019,Micro/Nano robotics,ME,33
6281,2018-2019,Micro/Nanomechanical devices,ME,21
6282,2018-2019,Microwaves,EE,4
6283,2018-2019,Mobile networks,COM,24
6284,2018-2019,Modelling and optimization of energy systems,ME,36
6285,2018-2019,"Modelling problem solving, computing and visualisation I",MSE,20
6286,2018-2019,"Modelling problem solving, computing and visualisation II",MSE,8
6287,2018-2019,Modern digital communications: a hands-on approach,COM,5
6288,2018-2019,Modern regression methods,MATH,1
6289,2018-2019,Modèles stochastiques pour les communications,COM,112
6290,2018-2019,Modélisation des systèmes énergétiques,CIVIL,14
6291,2018-2019,Modélisation et simulation par éléments finis,ME,90
6292,2018-2019,Molecular endocrinology,BIO,8
6293,2018-2019,Monte Carlo in medical physics,ETH,1
6294,2018-2019,Multi-phase flow,ETH,1
6295,2018-2019,Multivariable control,ME,53
6296,2018-2019,Multivariable control and coordination systems,EE,18
6297,2018-2019,Multivariate statistics,MATH,4
6298,2018-2019,Mécanique des structures (pour GM),ME,214
6299,2018-2019,Mécanique vibratoire,ME,120
6300,2018-2019,Méthodologie des plans d'expériences,PHYS,9
6301,2018-2019,Nanobiotechnology and biophysics,CH,21
6302,2018-2019,Nanoelectronics,EE,53
6303,2018-2019,Nanomaterials,MSE,12
6304,2018-2019,Nanomaterials for chemical engineering application,ChE,2
6305,2018-2019,Nanotechnology,MICRO,24
6306,2018-2019,Negotiation techniques,MGT,9
6307,2018-2019,Network analytics,MGT,19
6308,2018-2019,Networked control systems,ME,73
6309,2018-2019,Neuroengineering of vision,BIOENG,2
6310,2018-2019,Neuroscience: from molecular mechanisms to disease,BIO,44
6311,2018-2019,Neutronics,PHYS,11
6312,2018-2019,New tools & research strategies in personalized health,BIO,20
6313,2018-2019,"Nonlinear dynamics, chaos and complex systems",PHYS,7
6314,2018-2019,Nonlinear optics,PHYS,8
6315,2018-2019,Nuclear computations lab,ETH,2
6316,2018-2019,Nuclear energy systems,ETH,3
6317,2018-2019,Nuclear fusion and plasma physics,PHYS,22
6318,2018-2019,Nuclear magnetic resonance,CH,1
6319,2018-2019,Numerical analysis and computational mathematics,MATH,9
6320,2018-2019,Numerical approximation of PDE's I,MATH,10
6321,2018-2019,Numerical flow simulation,ME,56
6322,2018-2019,Numerical methods for conservation laws,MATH,7
6323,2018-2019,Numerical methods in biomechanics,ME,28
6324,2018-2019,Nutrition: from molecules to health,BIO,15
6325,2018-2019,Operations: economics & strategy,MGT,13
6326,2018-2019,Optical communications,EE,8
6327,2018-2019,Optical detectors,MICRO,68
6328,2018-2019,Optical waves propagation,MICRO,11
6329,2018-2019,Optics laboratories I,MICRO,5
6330,2018-2019,Optics laboratories II,MICRO,5
6331,2018-2019,Optimal decision making,MGT,31
6332,2018-2019,Optimization for machine learning,CS,50
6333,2018-2019,Optimization methods,FIN,38
6334,2018-2019,Optique III,PHYS,3
6335,2018-2019,Organic and printed electronics,MICRO,14
6336,2018-2019,"Organic electronic materials - synthesis, applications, properties",MSE,22
6337,2018-2019,Organic semiconductors,MSE,5
6338,2018-2019,Ouvrages hydrauliques et aménagements hydroélectriques,CIVIL,46
6339,2018-2019,Parabolic and hyperbolic PDE's,MATH,3
6340,2018-2019,Particle detection,PHYS,5
6341,2018-2019,Particle-based methods,ME,16
6342,2018-2019,Particules élémentaires I,PHYS,2
6343,2018-2019,Particules élémentaires II,PHYS,2
6344,2018-2019,Performance evaluation,COM,10
6345,2018-2019,Pharmaceutical biotechnology,ChE,9
6346,2018-2019,Pharmacological chemistry,CH,7
6347,2018-2019,Pharmacology and pharmacokinetics,BIO,17
6348,2018-2019,Photochemistry II,CH,5
6349,2018-2019,Photonic systems and technology,EE,5
6350,2018-2019,Physical and computational organic chemistry,CH,7
6351,2018-2019,Physical chemistry of polymeric materials,MSE,30
6352,2018-2019,Physical models for micro and nanosystems,EE,49
6353,2018-2019,Physics and hydrology of snow,ENV,19
6354,2018-2019,"Physics of atoms, nuclei and elementary particles",PHYS,9
6355,2018-2019,Physics of materials,PHYS,3
6356,2018-2019,Physics of novel electronic materials,PHYS,2
6357,2018-2019,Physics of photonic semiconductor devices,PHYS,13
6358,2018-2019,Physiologie par systèmes I,BIO,84
6359,2018-2019,Planification intégrée des infrastructures d'énergie,CIVIL,5
6360,2018-2019,Plasma physics III,PHYS,3
6361,2018-2019,Political Economy of Design,AR,23
6362,2018-2019,Polymer chemistry and macromolecular engineering,MSE,38
6363,2018-2019,Polymer morphological characterization techniques,MSE,9
6364,2018-2019,Ponts en béton,CIVIL,46
6365,2018-2019,Powder technology,MSE,4
6366,2018-2019,Power system restructuring and deregulation,EE,16
6367,2018-2019,Power systems dynamics,EE,14
6368,2018-2019,Practical business law,MGT,13
6369,2018-2019,Principles and applications of systems biology,ChE,23
6370,2018-2019,Principles of computer systems,CS,15
6371,2018-2019,Principles of finance,MGT,23
6372,2018-2019,Principles of microeconomics,MGT,46
6373,2018-2019,Probabilistic methods,MATH,22
6374,2018-2019,Probability theory,MATH,5
6375,2018-2019,Process development I,ChE,14
6376,2018-2019,Process development II,ChE,12
6377,2018-2019,Process development project,ChE,13
6378,2018-2019,Process intensification and green chemistry,ChE,8
6379,2018-2019,Production management,ME,80
6380,2018-2019,Products design & systems engineering,MICRO,40
6381,2018-2019,Programming concepts in scientific computing,MATH,23
6382,2018-2019,Projets métaphoriques d'Archizoom à Koolhaas,AR,88
6383,2018-2019,Properties of semiconductors and related nanostructures,MSE,20
6384,2018-2019,Protein mass spectrometry and proteomics,CH,10
6385,2018-2019,Quantitative risk management,FIN,25
6386,2018-2019,Quantitative risk management,MATH,25
6387,2018-2019,Quantitative systems modeling techniques,MGT,9
6388,2018-2019,Quantum electrodynamics and quantum optics,PHYS,12
6389,2018-2019,Quantum field theory I,PHYS,15
6390,2018-2019,Quantum field theory II,PHYS,9
6391,2018-2019,Quantum optics and quantum information,PHYS,12
6392,2018-2019,Quantum physics III,PHYS,20
6393,2018-2019,Quantum physics IV,PHYS,21
6394,2018-2019,Radiation and reactor experiments,PHYS,7
6395,2018-2019,"Radiation biology, protection and applications",PHYS,10
6396,2018-2019,Radiation detection,PHYS,3
6397,2018-2019,Radiation imaging for industrial applications,ETH,2
6398,2018-2019,Reactor technology,PHYS,10
6399,2018-2019,Real options and financial structuring,FIN,24
6400,2018-2019,Real-time embedded systems,CS,16
6401,2018-2019,Real-time networks,COM,10
6402,2018-2019,Recycling of materials,MSE,46
6403,2018-2019,Relativity and cosmology I,PHYS,11
6404,2018-2019,Relativity and cosmology II,PHYS,14
6405,2018-2019,Renewable energy (for ME),ME,75
6406,2018-2019,Riemann surfaces,MATH,6
6407,2018-2019,Risk management,ENG,18
6408,2018-2019,"Risk, rare events and extremes",MATH,11
6409,2018-2019,Risques hydrologiques et aménagements,ENV,13
6410,2018-2019,Robotics practicals,MICRO,16
6411,2018-2019,Robotique industrielle et appliquée,MICRO,39
6412,2018-2019,Safety of chemical processes,ENG,11
6413,2018-2019,Safety of nuclear power plants,ETH,3
6414,2018-2019,Sanitary engineering in developing countries,ENV,27
6415,2018-2019,Scaling laws & simulations in micro & nanosystems,MICRO,18
6416,2018-2019,"Science, technologie et société I",HUM,2
6417,2018-2019,Scientific literature analysis in bioengineering,BIO,10
6418,2018-2019,Scientific literature analysis in computational molecular biology,BIO,1
6419,2018-2019,Scientific literature analysis in neuroscience,BIOENG,1
6420,2018-2019,Scientific project design in cell and developmental biology,BIO,15
6421,2018-2019,Scientific project design in drug discovery,BIO,5
6422,2018-2019,Scientific project design in integrative neurosciences,BIO,9
6423,2018-2019,Scientific project design in translational neurosciences,BIO,17
6424,2018-2019,Scientific project design in translational oncology,BIO,8
6425,2018-2019,Seismic engineering,CIVIL,28
6426,2018-2019,Selected topics in advanced optics,MICRO,25
6427,2018-2019,Selected topics in life sciences,BIOENG,8
6428,2018-2019,Selected topics in mechanics of solids and structures,CIVIL,19
6429,2018-2019,Selected topics in nuclear and particle physics,PHYS,11
6430,2018-2019,Semiconductor devices I,EE,13
6431,2018-2019,Semiconductor devices II,EE,3
6432,2018-2019,Semiconductor physics and light-matter interaction,PHYS,6
6433,2018-2019,Seminar in physiology and instrumentation,MICRO,8
6434,2018-2019,Seminar series on advances in materials (autumn),MSE,34
6435,2018-2019,Seminar series on advances in materials (spring),MSE,16
6436,2018-2019,Sensor orientation,ENV,6
6437,2018-2019,Sensorimotor neuroprosthetics,BIOENG,15
6438,2018-2019,Sensors in medical instrumentation,EE,38
6439,2018-2019,Set theory,MATH,3
6440,2018-2019,Signal processing for communications,COM,101
6441,2018-2019,Signal processing for functional brain imaging,MICRO,13
6442,2018-2019,Single cell biology,BIOENG,10
6443,2018-2019,Slope stability,CIVIL,21
6444,2018-2019,Smart grids technologies,EE,11
6445,2018-2019,Social media,EE,38
6446,2018-2019,Sociologie urbaine,AR,18
6447,2018-2019,Soft matter,MSE,55
6448,2018-2019,Software engineering,CS,106
6449,2018-2019,Software security,CS,32
6450,2018-2019,Solid state physics III,PHYS,13
6451,2018-2019,Solid state physics IV,PHYS,3
6452,2018-2019,Solid waste engineering,ENV,26
6453,2018-2019,Space mission design and operations,EE,39
6454,2018-2019,Spacecraft design and system engineering,EE,1
6455,2018-2019,Spatial decision support systems,ENV,7
6456,2018-2019,Spatial statistics and analysis,ENG,50
6457,2018-2019,Statistical machine learning,MATH,5
6458,2018-2019,Statistical mechanics,MSE,23
6459,2018-2019,Statistical physics III,PHYS,7
6460,2018-2019,Statistical physics IV,PHYS,10
6461,2018-2019,Statistical physics of biomacromolecules,PHYS,10
6462,2018-2019,Statistical signal and data processing through applications,COM,7
6463,2018-2019,Statistical theory,MATH,7
6464,2018-2019,Statistics for data science,MATH,46
6465,2018-2019,Statistics for genomic data analysis,MATH,2
6466,2018-2019,Statistiques multivariables avec R,ENV,20
6467,2018-2019,Stem cell biology and technology,BIO,47
6468,2018-2019,Stochastic calculus,FIN,39
6469,2018-2019,Stochastic simulation,MATH,13
6470,2018-2019,Strategic marketing & technology commercialization,MGT,10
6471,2018-2019,Structural mechanics (for SV),ME,20
6472,2018-2019,Structural stability,CIVIL,20
6473,2018-2019,Structure and reactivity,CH,12
6474,2018-2019,Structure et architecture,CIVIL,56
6475,2018-2019,Structures complexes,AR,37
6476,2018-2019,"Structures en métal, chapitres choisis",CIVIL,40
6477,2018-2019,"Structures existantes, bases",CIVIL,59
6478,2018-2019,"Structures existantes, chapitres choisis",CIVIL,40
6479,2018-2019,Student seminar: security protocols and applications,COM,2
6480,2018-2019,Sublinear algorithms for big data analysis,CS,18
6481,2018-2019,Superstudio,AR,130
6482,2018-2019,Supply chain management,MGT,15
6483,2018-2019,Supramolecular chemistry,CH,11
6484,2018-2019,Surface analysis,MSE,11
6485,2018-2019,Sustainability assessment of urban systems,ENV,31
6486,2018-2019,System identification,ME,49
6487,2018-2019,Systems and architectures for signal processing,EE,6
6488,2018-2019,Systems for data science,CS,7
6489,2018-2019,Systèmes de management environnementaux,ENV,20
6490,2018-2019,Systèmes de transports,CIVIL,17
6491,2018-2019,Systèmes mécatroniques,ME,19
6492,2018-2019,TCP/IP networking,COM,76
6493,2018-2019,TNT: Automorphic forms and L-functions,MATH,4
6494,2018-2019,TP de bioprocédés environnementaux,ENV,4
6495,2018-2019,Techniques d'assemblage,MICRO,8
6496,2018-2019,Technological Innovation,AR,11
