,course_id,course_name,year,section
4975,9117,Geocomputation,2015-2016,ENV
4976,9118,Geocomputation,2014-2015,ENV
4977,9119,Audio and acoustic signal processing,2019-2020,COM
4978,9120,Audio and acoustic signal processing,2018-2019,COM
4979,9135,Statistical mechanics,2016-2017,MSE
4980,9136,Statistical mechanics,2017-2018,MSE
4981,9137,Statistical mechanics,2019-2020,MSE
4982,9138,Statistical mechanics,2018-2019,MSE
4983,9139,Statistical mechanics,2015-2016,MSE
4984,9140,Energy conversion and renewable energy,2016-2017,ME
4985,9141,Energy conversion and renewable energy,2017-2018,ME
4986,9142,Energy conversion and renewable energy,2019-2020,ME
4987,9143,Energy conversion and renewable energy,2018-2019,ME
4988,9144,Particules élémentaires I,2016-2017,PHYS
4989,9145,Particules élémentaires I,2015-2016,PHYS
4990,9146,Particules élémentaires I,2018-2019,PHYS
4991,9147,Particules élémentaires I,2010-2011,PHYS
4992,9148,Particules élémentaires I,2004-2005,PHYS
4993,9149,Particules élémentaires I,2005-2006,PHYS
4994,9150,Particules élémentaires I,2007-2008,PHYS
4995,9151,Particules élémentaires I,2006-2007,PHYS
4996,9152,Particules élémentaires I,2008-2009,PHYS
4997,9153,Particules élémentaires I,2009-2010,PHYS
4998,9154,Particules élémentaires I,2012-2013,PHYS
4999,9155,Particules élémentaires I,2013-2014,PHYS
5000,9156,Particules élémentaires I,2014-2015,PHYS
5001,9157,Particules élémentaires I,2017-2018,PHYS
5002,9158,Particules élémentaires I,2011-2012,PHYS
5003,9171,Lab methods : biosafety,2017-2018,BIOENG
5004,9172,Lab methods : biosafety,2013-2014,BIOENG
5005,9173,Lab methods : biosafety,2014-2015,BIOENG
5006,9174,Lab methods : biosafety,2018-2019,BIOENG
5007,9175,Lab methods : biosafety,2015-2016,BIOENG
5008,9176,Lab methods : biosafety,2016-2017,BIOENG
5009,9177,Geomonitoring,2011-2012,ENV
5010,9178,Geomonitoring,2015-2016,ENV
5011,9179,Geomonitoring,2013-2014,ENV
5012,9180,Geomonitoring,2014-2015,ENV
5013,9181,Geomonitoring,2012-2013,ENV
5014,9182,Geomonitoring,2010-2011,ENV
5015,9183,Geomonitoring,2016-2017,ENV
5016,9184,Geomonitoring,2018-2019,ENV
5017,9185,Geomonitoring,2019-2020,ENV
5018,9186,Geomonitoring,2017-2018,ENV
5019,9201,Advanced Fossil and Renewable Energy Systems,2010-2011,ME
5020,9202,Advanced Fossil and Renewable Energy Systems,2009-2010,ME
5021,9203,Advanced Fossil and Renewable Energy Systems,2008-2009,ME
5022,9204,Advanced Fossil and Renewable Energy Systems,2014-2015,ME
5023,9205,Advanced Fossil and Renewable Energy Systems,2015-2016,ME
5024,9206,Advanced Fossil and Renewable Energy Systems,2012-2013,ME
5025,9207,Advanced Fossil and Renewable Energy Systems,2013-2014,ME
5026,9208,Advanced Fossil and Renewable Energy Systems,2011-2012,ME
5027,9210,Advanced NMR and imaging,2009-2010,CH
5028,9211,Advanced NMR and imaging,2013-2014,CH
5029,9212,Advanced NMR and imaging,2010-2011,CH
5030,9213,Advanced NMR and imaging,2005-2006,CH
5031,9214,Advanced NMR and imaging,2004-2005,CH
5032,9215,Advanced NMR and imaging,2012-2013,CH
5033,9216,Advanced NMR and imaging,2011-2012,CH
5034,9217,Advanced NMR and imaging,2007-2008,CH
5035,9218,Advanced NMR and imaging,2008-2009,CH
5036,9219,Advanced NMR and imaging,2006-2007,CH
5037,9220,Advanced NMR and imaging,2018-2019,CH
5038,9221,Advanced NMR and imaging,2017-2018,CH
5039,9222,Advanced NMR and imaging,2014-2015,CH
5040,9223,Advanced NMR and imaging,2016-2017,CH
5041,9224,Advanced NMR and imaging,2015-2016,CH
5042,9248,Photochemistry I,2018-2019,CH
5043,9249,Photochemistry I,2007-2008,CH
5044,9250,Photochemistry I,2012-2013,CH
5045,9251,Photochemistry I,2013-2014,CH
5046,9252,Photochemistry I,2016-2017,CH
5047,9253,Photochemistry I,2010-2011,CH
5048,9254,Photochemistry I,2019-2020,CH
5049,9255,Photochemistry I,2017-2018,CH
5050,9256,Photochemistry I,2004-2005,CH
5051,9257,Photochemistry I,2008-2009,CH
5052,9258,Photochemistry I,2005-2006,CH
5053,9259,Photochemistry I,2006-2007,CH
5054,9260,Photochemistry I,2011-2012,CH
5055,9261,Photochemistry I,2009-2010,CH
5056,9262,Seminar in physiology and instrumentation,2015-2016,MICRO
5057,9263,Seminar in physiology and instrumentation,2018-2019,MICRO
5058,9264,Seminar in physiology and instrumentation,2019-2020,MICRO
5059,9265,Seminar in physiology and instrumentation,2017-2018,MICRO
5060,9266,Seminar in physiology and instrumentation,2014-2015,MICRO
5061,9267,Seminar in physiology and instrumentation,2013-2014,MICRO
5062,9268,Seminar in physiology and instrumentation,2016-2017,MICRO
5063,9289,Glass structures and facades,2014-2015,CIVIL
5064,9306,Histoire de l'habitation,2017-2018,AR
5065,9307,Histoire de l'habitation,2013-2014,AR
5066,9308,Histoire de l'habitation,2015-2016,AR
5067,9309,Histoire de l'habitation,2014-2015,AR
5068,9310,Histoire de l'habitation,2019-2020,AR
5069,9311,Histoire de l'habitation,2018-2019,AR
5070,9312,Histoire de l'habitation,2016-2017,AR
5071,9315,Statistical machine learning,2018-2019,MATH
5072,9316,Statistical machine learning,2019-2020,MATH
5073,9346,Automatic speech processing,2017-2018,EE
5074,9347,Automatic speech processing,2015-2016,EE
5075,9348,Automatic speech processing,2018-2019,EE
5076,9349,Automatic speech processing,2010-2011,EE
5077,9350,Automatic speech processing,2019-2020,EE
5078,9351,Automatic speech processing,2016-2017,EE
5079,9352,Automatic speech processing,2011-2012,EE
5080,9353,Automatic speech processing,2013-2014,EE
5081,9354,Automatic speech processing,2012-2013,EE
5082,9355,Automatic speech processing,2014-2015,EE
5083,9356,Passer à l'acte,2014-2015,AR
5084,9357,Energy geostructures,2019-2020,CIVIL
5085,9358,Energy geostructures,2017-2018,CIVIL
5086,9359,Energy geostructures,2018-2019,CIVIL
5087,9360,Energy geostructures,2016-2017,CIVIL
5088,9368,Computer vision,2009-2010,CS
5089,9369,Computer vision,2017-2018,CS
5090,9370,Computer vision,2016-2017,CS
5091,9371,Computer vision,2018-2019,CS
5092,9372,Computer vision,2005-2006,CS
5093,9373,Computer vision,2008-2009,CS
5094,9374,Computer vision,2011-2012,CS
5095,9375,Computer vision,2007-2008,CS
5096,9376,Computer vision,2013-2014,CS
5097,9377,Computer vision,2019-2020,CS
5098,9378,Computer vision,2010-2011,CS
5099,9379,Computer vision,2015-2016,CS
5100,9380,Computer vision,2006-2007,CS
5101,9381,Computer vision,2012-2013,CS
5102,9382,Computer vision,2014-2015,CS
5103,9392,Conception pour X,2016-2017,ME
5104,9393,Conception pour X,2017-2018,ME
5105,9394,Conception pour X,2006-2007,ME
5106,9395,Conception pour X,2011-2012,ME
5107,9396,Conception pour X,2008-2009,ME
5108,9397,Conception pour X,2014-2015,ME
5109,9398,Conception pour X,2004-2005,ME
5110,9399,Conception pour X,2007-2008,ME
5111,9400,Conception pour X,2005-2006,ME
5112,9401,Conception pour X,2009-2010,ME
5113,9402,Conception pour X,2012-2013,ME
5114,9403,Conception pour X,2018-2019,ME
5115,9404,Conception pour X,2015-2016,ME
5116,9405,Conception pour X,2019-2020,ME
5117,9406,Conception pour X,2013-2014,ME
5118,9407,Conception pour X,2010-2011,ME
5119,9423,Methodology in instrumental chromatography,2016-2017,CH
5120,9424,Methodology in instrumental chromatography,2017-2018,CH
5121,9425,Methodology in instrumental chromatography,2015-2016,CH
5122,9426,Methodology in instrumental chromatography,2013-2014,CH
5123,9427,Methodology in instrumental chromatography,2014-2015,CH
5124,9441,Difficult Double Double Histories,2014-2015,AR
5125,9442,Difficult Double Double Histories,2016-2017,AR
5126,9443,Difficult Double Double Histories,2013-2014,AR
5127,9444,Difficult Double Double Histories,2015-2016,AR
5128,9446,Development engineering,2019-2020,ENV
5129,9447,Development engineering,2017-2018,ENV
5130,9448,Development engineering,2016-2017,ENV
5131,9449,Development engineering,2018-2019,ENV
5132,9451,UE C : Architecture et archéologie,2015-2016,AR
5133,9452,UE C : Architecture et archéologie,2013-2014,AR
5134,9453,UE C : Architecture et archéologie,2012-2013,AR
5135,9454,UE C : Architecture et archéologie,2011-2012,AR
5136,9476,Systèmes mécatroniques,2016-2017,ME
5137,9477,Systèmes mécatroniques,2011-2012,ME
5138,9478,Systèmes mécatroniques,2012-2013,ME
5139,9479,Systèmes mécatroniques,2018-2019,ME
5140,9480,Systèmes mécatroniques,2009-2010,ME
5141,9481,Systèmes mécatroniques,2019-2020,ME
5142,9482,Systèmes mécatroniques,2017-2018,ME
5143,9483,Systèmes mécatroniques,2014-2015,ME
5144,9484,Systèmes mécatroniques,2013-2014,ME
5145,9485,Systèmes mécatroniques,2010-2011,ME
5146,9486,Systèmes mécatroniques,2015-2016,ME
5147,9498,Microelectronics for systems on chips,2015-2016,CS
5148,9499,Microelectronics for systems on chips,2008-2009,CS
5149,9500,Microelectronics for systems on chips,2009-2010,CS
5150,9501,Microelectronics for systems on chips,2014-2015,CS
5151,9502,Microelectronics for systems on chips,2007-2008,CS
5152,9503,Microelectronics for systems on chips,2012-2013,CS
5153,9504,Microelectronics for systems on chips,2011-2012,CS
5154,9505,Microelectronics for systems on chips,2010-2011,CS
5155,9506,Microelectronics for systems on chips,2013-2014,CS
5156,9531,Planification intégrée des infrastructures d'énergie,2016-2017,CIVIL
5157,9532,Planification intégrée des infrastructures d'énergie,2019-2020,CIVIL
5158,9533,Planification intégrée des infrastructures d'énergie,2007-2008,CIVIL
5159,9534,Planification intégrée des infrastructures d'énergie,2011-2012,CIVIL
5160,9535,Planification intégrée des infrastructures d'énergie,2015-2016,CIVIL
5161,9536,Planification intégrée des infrastructures d'énergie,2014-2015,CIVIL
5162,9537,Planification intégrée des infrastructures d'énergie,2009-2010,CIVIL
5163,9538,Planification intégrée des infrastructures d'énergie,2010-2011,CIVIL
5164,9539,Planification intégrée des infrastructures d'énergie,2012-2013,CIVIL
5165,9540,Planification intégrée des infrastructures d'énergie,2017-2018,CIVIL
5166,9541,Planification intégrée des infrastructures d'énergie,2018-2019,CIVIL
5167,9542,Planification intégrée des infrastructures d'énergie,2005-2006,CIVIL
5168,9543,Planification intégrée des infrastructures d'énergie,2006-2007,CIVIL
5169,9544,Planification intégrée des infrastructures d'énergie,2008-2009,CIVIL
5170,9545,Planification intégrée des infrastructures d'énergie,2013-2014,CIVIL
5171,9557,Image communication,2015-2016,EE
5172,9558,Image communication,2016-2017,EE
5173,9559,Image communication,2005-2006,EE
5174,9560,Image communication,2008-2009,EE
5175,9561,Image communication,2011-2012,EE
5176,9562,Image communication,2006-2007,EE
5177,9563,Image communication,2009-2010,EE
5178,9564,Image communication,2014-2015,EE
5179,9565,Image communication,2010-2011,EE
5180,9566,Image communication,2007-2008,EE
5181,9567,Image communication,2013-2014,EE
5182,9579,Eco-friendly production and process intensification,2017-2018,ChE
5183,9580,Eco-friendly production and process intensification,2016-2017,ChE
5184,9581,Eco-friendly production and process intensification,2015-2016,ChE
5185,9582,Eco-friendly production and process intensification,2014-2015,ChE
5186,9600,"Énergie, climat, économie et société II",2014-2015,HUM
5187,9601,"Énergie, climat, économie et société II",2012-2013,HUM
5188,9602,"Énergie, climat, économie et société II",2013-2014,HUM
5189,9610,Economics of Innovation,2011-2012,MGT
5190,9611,Economics of Innovation,2010-2011,MGT
5191,9612,Economics of Innovation,2015-2016,MGT
5192,9613,Economics of Innovation,2014-2015,MGT
5193,9614,Economics of Innovation,2013-2014,MGT
5194,9615,Economics of Innovation,2016-2017,MGT
5195,9621,Business plan for IT services,2010-2011,CS
5196,9622,Business plan for IT services,2011-2012,CS
5197,9623,Business plan for IT services,2009-2010,CS
5198,9624,Business plan for IT services,2013-2014,CS
5199,9625,Business plan for IT services,2014-2015,CS
5200,9626,Business plan for IT services,2012-2013,CS
5201,9645,Deep Learning for autonomous vehicles,2019-2020,CIVIL
5202,9646,Derivatives,2018-2019,FIN
5203,9647,Derivatives,2017-2018,FIN
5204,9648,Derivatives,2019-2020,FIN
5205,9649,Derivatives,2010-2011,FIN
5206,9650,Derivatives,2011-2012,FIN
5207,9651,Derivatives,2013-2014,FIN
5208,9652,Derivatives,2016-2017,FIN
5209,9653,Derivatives,2009-2010,FIN
5210,9654,Derivatives,2014-2015,FIN
5211,9655,Derivatives,2015-2016,FIN
5212,9656,Derivatives,2012-2013,FIN
5213,9657,Intercultural presentation skills,2018-2019,MGT
5214,9658,Intercultural presentation skills,2019-2020,MGT
5215,9668,Large-area electronics: devices and materials,2018-2019,MICRO
5216,9669,Large-area electronics: devices and materials,2019-2020,MICRO
5217,9670,Large-area electronics: devices and materials,2017-2018,MICRO
5218,9671,Large-area electronics: devices and materials,2016-2017,MICRO
5219,9674,Théorie et critique du projet MA3 (Weinand),2007-2008,AR
5220,9675,Théorie et critique du projet MA3 (Weinand),2011-2012,AR
5221,9676,Stochastic simulation,2017-2018,MATH
5222,9677,Stochastic simulation,2019-2020,MATH
5223,9678,Stochastic simulation,2018-2019,MATH
5224,9683,Technologie des microstructures II,2008-2009,MICRO
5225,9684,Technologie des microstructures II,2004-2005,MICRO
5226,9685,Technologie des microstructures II,2009-2010,MICRO
5227,9686,Technologie des microstructures II,2005-2006,MICRO
5228,9687,Technologie des microstructures II,2010-2011,MICRO
5229,9688,Technologie des microstructures II,2007-2008,MICRO
5230,9689,Technologie des microstructures II,2011-2012,MICRO
5231,9690,Technologie des microstructures II,2012-2013,MICRO
5232,9691,Technologie des microstructures II,2013-2014,MICRO
5233,9695,New tools & research strategies in personalized health,2018-2019,BIO
5234,9696,New tools & research strategies in personalized health,2019-2020,BIO
5235,9697,New tools & research strategies in personalized health,2017-2018,BIO
5236,9698,Groundwater and soil remediation,2012-2013,ENV
5237,9699,Groundwater and soil remediation,2008-2009,ENV
5238,9700,Groundwater and soil remediation,2013-2014,ENV
5239,9701,Groundwater and soil remediation,2010-2011,ENV
5240,9702,Groundwater and soil remediation,2009-2010,ENV
5241,9703,Groundwater and soil remediation,2014-2015,ENV
5242,9704,Groundwater and soil remediation,2017-2018,ENV
5243,9705,Groundwater and soil remediation,2016-2017,ENV
5244,9706,Groundwater and soil remediation,2018-2019,ENV
5245,9707,Groundwater and soil remediation,2019-2020,ENV
5246,9710,Théorie et critique du projet MA2 (Kempe & Thill),2014-2015,AR
5247,9720,Electron microscopy: advanced methods,2011-2012,MSE
5248,9721,Electron microscopy: advanced methods,2008-2009,MSE
5249,9722,Electron microscopy: advanced methods,2010-2011,MSE
5250,9723,Electron microscopy: advanced methods,2009-2010,MSE
5251,9724,Electron microscopy: advanced methods,2017-2018,MSE
5252,9725,Electron microscopy: advanced methods,2019-2020,MSE
5253,9726,Electron microscopy: advanced methods,2018-2019,MSE
5254,9727,Electron microscopy: advanced methods,2015-2016,MSE
5255,9728,Electron microscopy: advanced methods,2014-2015,MSE
5256,9729,Electron microscopy: advanced methods,2013-2014,MSE
5257,9730,Electron microscopy: advanced methods,2016-2017,MSE
5258,9731,Electron microscopy: advanced methods,2012-2013,MSE
5259,9750,Biophysique I,2010-2011,PHYS
5260,9751,Biophysique I,2008-2009,PHYS
5261,9752,Biophysique I,2009-2010,PHYS
5262,9753,Biophysique I,2004-2005,PHYS
5263,9754,Biophysique I,2005-2006,PHYS
5264,9755,Biophysique I,2006-2007,PHYS
5265,9756,Biophysique I,2007-2008,PHYS
5266,9757,Biophysique I,2013-2014,PHYS
5267,9758,Biophysique I,2012-2013,PHYS
5268,9759,Biophysique I,2011-2012,PHYS
5269,9776,Governing global migration II,2019-2020,HUM
5270,9789,New tools and research strategies in personalized medicine,2016-2017,BIO
5271,9790,New tools and research strategies in personalized medicine,2015-2016,BIO
5272,9791,New tools and research strategies in personalized medicine,2012-2013,BIO
5273,9792,New tools and research strategies in personalized medicine,2013-2014,BIO
5274,9793,Optics III,2011-2012,PHYS
5275,9794,Optics III,2013-2014,PHYS
5276,9795,Optics III,2005-2006,PHYS
5277,9796,Optics III,2009-2010,PHYS
5278,9797,Optics III,2007-2008,PHYS
5279,9798,Optics III,2016-2017,PHYS
5280,9818,Technologie des microstructures I,2009-2010,MICRO
5281,9819,Technologie des microstructures I,2010-2011,MICRO
5282,9820,Technologie des microstructures I,2004-2005,MICRO
5283,9821,Technologie des microstructures I,2014-2015,MICRO
5284,9822,Technologie des microstructures I,2007-2008,MICRO
5285,9823,Technologie des microstructures I,2012-2013,MICRO
5286,9824,Technologie des microstructures I,2013-2014,MICRO
5287,9825,Technologie des microstructures I,2011-2012,MICRO
5288,9826,Technologie des microstructures I,2006-2007,MICRO
5289,9827,Technologie des microstructures I,2008-2009,MICRO
5290,9828,Technologie des microstructures I,2005-2006,MICRO
5291,9829,Technologie des microstructures I,2016-2017,MICRO
5292,9830,Technologie des microstructures I,2018-2019,MICRO
5293,9831,Technologie des microstructures I,2015-2016,MICRO
5294,9832,Technologie des microstructures I,2017-2018,MICRO
5295,9850,Neutronics,2017-2018,PHYS
5296,9851,Neutronics,2016-2017,PHYS
5297,9852,Neutronics,2008-2009,PHYS
5298,9853,Neutronics,2010-2011,PHYS
5299,9854,Neutronics,2009-2010,PHYS
5300,9855,Neutronics,2011-2012,PHYS
5301,9856,Neutronics,2015-2016,PHYS
5302,9857,Neutronics,2014-2015,PHYS
5303,9858,Neutronics,2018-2019,PHYS
5304,9859,Neutronics,2013-2014,PHYS
5305,9860,Neutronics,2012-2013,PHYS
5306,9863,Théorie et critique du projet MA2 (Lütjens et Padmanabhan),2016-2017,AR
5307,9864,Histoire du béton,2014-2015,AR
5308,9865,Histoire du béton,2012-2013,AR
5309,9866,Histoire du béton,2015-2016,AR
5310,9867,Histoire du béton,2018-2019,AR
5311,9868,Histoire du béton,2019-2020,AR
5312,9869,Histoire du béton,2016-2017,AR
5313,9870,Histoire du béton,2017-2018,AR
5314,9871,Histoire du béton,2013-2014,AR
5315,9873,Arts visuels et architecture II,2011-2012,AR
5316,9874,Arts visuels et architecture II,2010-2011,AR
5317,9875,Arts visuels et architecture II,2013-2014,AR
5318,9876,Arts visuels et architecture II,2012-2013,AR
5319,9880,Numerical integration of dynamical systems,2010-2011,MATH
5320,9881,Numerical integration of dynamical systems,2009-2010,MATH
5321,9882,Numerical integration of dynamical systems,2011-2012,MATH
5322,9883,Numerical integration of dynamical systems,2015-2016,MATH
5323,9884,Numerical integration of dynamical systems,2014-2015,MATH
5324,9885,Numerical integration of dynamical systems,2013-2014,MATH
5325,9886,Numerical integration of dynamical systems,2012-2013,MATH
5326,9887,Photonic micro- and nanosystems,2016-2017,MICRO
5327,9888,Photonic micro- and nanosystems,2019-2020,MICRO
5328,9889,Photonic micro- and nanosystems,2017-2018,MICRO
5329,9893,Turbulence,2017-2018,ME
5330,9894,Turbulence,2018-2019,ME
5331,9895,Turbulence,2019-2020,ME
5332,9896,Turbulence,2015-2016,ME
5333,9897,Turbulence,2016-2017,ME
5334,9899,Lattice models,2015-2016,MATH
5335,9900,Lattice models,2016-2017,MATH
5336,9901,Lattice models,2018-2019,MATH
5337,9902,Lattice models,2019-2020,MATH
5338,9903,Lattice models,2017-2018,MATH
5339,9914,Études musicales II,2016-2017,HUM
5340,9914,Études musicales II,2016-2017,HUM
5341,9915,Études musicales II,2015-2016,HUM
5342,9915,Études musicales II,2015-2016,HUM
5343,9916,Études musicales II,2017-2018,HUM
5344,9916,Études musicales II,2017-2018,HUM
5345,9917,Études musicales II,2019-2020,HUM
5346,9917,Études musicales II,2019-2020,HUM
5347,9918,Études musicales II,2018-2019,HUM
5348,9918,Études musicales II,2018-2019,HUM
5349,9920,Multidisciplinary organization of medtechs/biotechs,2010-2011,BIO
5350,9921,Multidisciplinary organization of medtechs/biotechs,2014-2015,BIO
5351,9922,Multidisciplinary organization of medtechs/biotechs,2015-2016,BIO
5352,9923,Multidisciplinary organization of medtechs/biotechs,2016-2017,BIO
5353,9924,Multidisciplinary organization of medtechs/biotechs,2017-2018,BIO
5354,9925,Multidisciplinary organization of medtechs/biotechs,2011-2012,BIO
5355,9926,Multidisciplinary organization of medtechs/biotechs,2012-2013,BIO
5356,9927,Multidisciplinary organization of medtechs/biotechs,2013-2014,BIO
5357,9928,Physical chemistry of polymeric materials,2016-2017,MSE
5358,9929,Physical chemistry of polymeric materials,2019-2020,MSE
5359,9930,Physical chemistry of polymeric materials,2017-2018,MSE
5360,9931,Physical chemistry of polymeric materials,2018-2019,MSE
5361,9933,Decommissioning of nuclear power plants,2017-2018,ETH
5362,9934,Decommissioning of nuclear power plants,2018-2019,ETH
5363,9935,Decommissioning of nuclear power plants,2019-2020,ETH
5364,9936,Decommissioning of nuclear power plants,2016-2017,ETH
5365,9937,Decommissioning of nuclear power plants,2015-2016,ETH
5366,9938,Powder technology,2015-2016,MSE
5367,9939,Powder technology,2011-2012,MSE
5368,9940,Powder technology,2008-2009,MSE
5369,9941,Powder technology,2009-2010,MSE
5370,9942,Powder technology,2007-2008,MSE
5371,9943,Powder technology,2010-2011,MSE
5372,9944,Powder technology,2013-2014,MSE
5373,9945,Powder technology,2019-2020,MSE
5374,9946,Powder technology,2017-2018,MSE
5375,9947,Powder technology,2018-2019,MSE
5376,9948,Powder technology,2016-2017,MSE
5377,9949,Powder technology,2012-2013,MSE
5378,9950,Powder technology,2014-2015,MSE
5379,9956,Advanced energetics,2016-2017,ME
5380,9957,Advanced energetics,2018-2019,ME
5381,9958,Advanced energetics,2011-2012,ME
5382,9959,Advanced energetics,2012-2013,ME
5383,9960,Advanced energetics,2009-2010,ME
5384,9961,Advanced energetics,2015-2016,ME
5385,9962,Advanced energetics,2019-2020,ME
5386,9963,Advanced energetics,2010-2011,ME
5387,9964,Advanced energetics,2014-2015,ME
5388,9965,Advanced energetics,2017-2018,ME
5389,9966,Advanced energetics,2013-2014,ME
5390,9990,Image and video processing,2010-2011,EE
5391,9991,Image and video processing,2015-2016,EE
5392,9992,Image and video processing,2018-2019,EE
5393,9993,Image and video processing,2006-2007,EE
5394,9994,Image and video processing,2009-2010,EE
5395,9995,Image and video processing,2012-2013,EE
5396,9996,Image and video processing,2014-2015,EE
5397,9997,Image and video processing,2017-2018,EE
5398,9998,Image and video processing,2019-2020,EE
5399,9999,Image and video processing,2008-2009,EE
5400,10000,Image and video processing,2016-2017,EE
5401,10001,Image and video processing,2007-2008,EE
5402,10002,Image and video processing,2013-2014,EE
5403,10003,Image and video processing,2005-2006,EE
5404,10004,Image and video processing,2011-2012,EE
5405,10005,"Risk, rare events and extremes",2018-2019,MATH
5406,10006,"Risk, rare events and extremes",2019-2020,MATH
5407,10007,"Risk, rare events and extremes",2015-2016,MATH
5408,10008,"Risk, rare events and extremes",2013-2014,MATH
5409,10010,Quantitative systems modeling techniques,2011-2012,MGT
5410,10011,Quantitative systems modeling techniques,2019-2020,MGT
5411,10012,Quantitative systems modeling techniques,2010-2011,MGT
5412,10013,Quantitative systems modeling techniques,2018-2019,MGT
5413,10014,Quantitative systems modeling techniques,2015-2016,MGT
5414,10015,Quantitative systems modeling techniques,2016-2017,MGT
5415,10016,Quantitative systems modeling techniques,2014-2015,MGT
5416,10017,Quantitative systems modeling techniques,2012-2013,MGT
5417,10018,Quantitative systems modeling techniques,2017-2018,MGT
5418,10019,Quantitative systems modeling techniques,2013-2014,MGT
5419,10020,Quantum electrodynamics and quantum optics,2017-2018,PHYS
5420,10021,Quantum electrodynamics and quantum optics,2015-2016,PHYS
5421,10022,Quantum electrodynamics and quantum optics,2016-2017,PHYS
5422,10023,Quantum electrodynamics and quantum optics,2019-2020,PHYS
5423,10024,Quantum electrodynamics and quantum optics,2018-2019,PHYS
5424,10025,Quantum electrodynamics and quantum optics,2014-2015,PHYS
5425,10026,Macrofinance,2011-2012,FIN
5426,10027,Macrofinance,2010-2011,FIN
5427,10028,Macrofinance,2019-2020,FIN
5428,10029,Macrofinance,2009-2010,FIN
5429,10030,Macrofinance,2018-2019,FIN
5430,10031,Macrofinance,2017-2018,FIN
5431,10032,Macrofinance,2016-2017,FIN
5432,10033,Macrofinance,2014-2015,FIN
5433,10034,Macrofinance,2015-2016,FIN
5434,10035,Macrofinance,2012-2013,FIN
5435,10036,Macrofinance,2013-2014,FIN
5436,10059,Microelectronics,2016-2017,MICRO
5437,10060,Microelectronics,2017-2018,MICRO
5438,10061,Microelectronics,2011-2012,MICRO
5439,10062,Microelectronics,2012-2013,MICRO
5440,10063,Microelectronics,2015-2016,MICRO
5441,10064,Microelectronics,2014-2015,MICRO
5442,10065,Microelectronics,2010-2011,MICRO
5443,10066,Microelectronics,2009-2010,MICRO
5444,10067,Microelectronics,2007-2008,MICRO
5445,10068,Microelectronics,2008-2009,MICRO
5446,10069,Microelectronics,2013-2014,MICRO
5447,10071,Fracture of materials,2015-2016,MSE
5448,10072,Fracture of materials,2019-2020,MSE
5449,10073,Fracture of materials,2017-2018,MSE
5450,10074,Fracture of materials,2018-2019,MSE
5451,10075,Fracture of materials,2016-2017,MSE
5452,10096,Experimental molecular sciences,2011-2012,CH
5453,10097,Experimental molecular sciences,2013-2014,CH
5454,10098,Experimental molecular sciences,2009-2010,CH
5455,10099,Experimental molecular sciences,2012-2013,CH
5456,10100,Experimental molecular sciences,2010-2011,CH
5457,10101,Experimental molecular sciences,2008-2009,CH
5458,10102,Experimental molecular sciences,2007-2008,CH
5459,10125,UE G : In silico Building (Autumn),2013-2014,AR
5460,10147,Differential geometry of framed curves,2015-2016,MATH
5461,10148,Differential geometry of framed curves,2016-2017,MATH
5462,10149,Differential geometry of framed curves,2019-2020,MATH
5463,10150,Differential geometry of framed curves,2017-2018,MATH
5464,10151,TCP/IP networking,2009-2010,COM
5465,10152,TCP/IP networking,2010-2011,COM
5466,10153,TCP/IP networking,2011-2012,COM
5467,10154,TCP/IP networking,2012-2013,COM
5468,10155,TCP/IP networking,2013-2014,COM
5469,10156,TCP/IP networking,2014-2015,COM
5470,10157,TCP/IP networking,2019-2020,COM
5471,10158,TCP/IP networking,2004-2005,COM
5472,10159,TCP/IP networking,2008-2009,COM
5473,10160,TCP/IP networking,2007-2008,COM
5474,10161,TCP/IP networking,2006-2007,COM
5475,10162,TCP/IP networking,2005-2006,COM
5476,10163,TCP/IP networking,2015-2016,COM
5477,10164,TCP/IP networking,2017-2018,COM
5478,10165,TCP/IP networking,2018-2019,COM
5479,10166,TCP/IP networking,2016-2017,COM
5480,10217,Computational methods in molecular quantum mechanics,2009-2010,CH
5481,10218,Computational methods in molecular quantum mechanics,2010-2011,CH
5482,10219,Computational methods in molecular quantum mechanics,2011-2012,CH
5483,10220,Computational methods in molecular quantum mechanics,2018-2019,CH
5484,10221,Computational methods in molecular quantum mechanics,2016-2017,CH
5485,10222,Computational methods in molecular quantum mechanics,2017-2018,CH
5486,10223,Computational methods in molecular quantum mechanics,2019-2020,CH
5487,10224,Computational methods in molecular quantum mechanics,2014-2015,CH
5488,10225,Computational methods in molecular quantum mechanics,2013-2014,CH
5489,10226,Computational methods in molecular quantum mechanics,2012-2013,CH
5490,10227,Computational methods in molecular quantum mechanics,2015-2016,CH
5491,10234,Advanced MEMS & microsystems,2018-2019,MICRO
5492,10235,Advanced MEMS & microsystems,2017-2018,MICRO
5493,10236,Advanced MEMS & microsystems,2019-2020,MICRO
5494,10237,Advanced MEMS & microsystems,2014-2015,MICRO
5495,10238,Advanced MEMS & microsystems,2013-2014,MICRO
5496,10239,Advanced MEMS & microsystems,2012-2013,MICRO
5497,10240,Advanced MEMS & microsystems,2011-2012,MICRO
5498,10241,Advanced MEMS & microsystems,2015-2016,MICRO
5499,10242,Histoire de l'architecture VII,2013-2014,AR
5500,10243,Histoire de l'architecture VII,2009-2010,AR
5501,10244,Histoire de l'architecture VII,2007-2008,AR
