,course_id,course_name,year,section
166,347,Architecture et construction de la ville I,2012-2013,AR
167,348,Architecture et construction de la ville I,2017-2018,AR
168,349,Architecture et construction de la ville I,2007-2008,AR
169,350,Architecture et construction de la ville I,2004-2005,AR
170,351,Architecture et construction de la ville I,2014-2015,AR
171,354,Spacecraft design and system engineering,2019-2020,EE
172,355,Spacecraft design and system engineering,2015-2016,EE
173,356,Spacecraft design and system engineering,2010-2011,EE
174,357,Spacecraft design and system engineering,2013-2014,EE
175,358,Spacecraft design and system engineering,2006-2007,EE
176,359,Spacecraft design and system engineering,2009-2010,EE
177,360,Spacecraft design and system engineering,2014-2015,EE
178,361,Spacecraft design and system engineering,2016-2017,EE
179,362,Spacecraft design and system engineering,2011-2012,EE
180,363,Spacecraft design and system engineering,2007-2008,EE
181,364,Spacecraft design and system engineering,2008-2009,EE
182,365,Spacecraft design and system engineering,2012-2013,EE
183,366,Spacecraft design and system engineering,2018-2019,EE
184,367,Solid waste engineering,2017-2018,ENV
185,368,Solid waste engineering,2018-2019,ENV
186,369,Solid waste engineering,2019-2020,ENV
187,370,Solid waste engineering,2016-2017,ENV
188,372,L'architecture du paysage,2016-2017,AR
189,377,Théorie et critique du projet MA1 (Lacaton et Druot),2017-2018,AR
190,378,Biomaterials,2017-2018,BIOENG
191,379,Biomaterials,2018-2019,BIOENG
192,380,Biomaterials,2005-2006,BIOENG
193,381,Biomaterials,2006-2007,BIOENG
194,382,Biomaterials,2004-2005,BIOENG
195,383,Biomaterials,2012-2013,BIOENG
196,384,Biomaterials,2013-2014,BIOENG
197,385,Biomaterials,2008-2009,BIOENG
198,386,Biomaterials,2007-2008,BIOENG
199,387,Biomaterials,2009-2010,BIOENG
200,388,Biomaterials,2010-2011,BIOENG
201,389,Biomaterials,2015-2016,BIOENG
202,390,Biomaterials,2014-2015,BIOENG
203,391,Biomaterials,2019-2020,BIOENG
204,392,Biomaterials,2011-2012,BIOENG
205,393,Biomaterials,2016-2017,BIOENG
206,394,Technology & innovation management (b),2013-2014,MGT
207,395,Technology & innovation management (b),2012-2013,MGT
208,397,Ecrire / Construire. Allers retours,2019-2020,AR
209,398,Technology ventures in IC,2014-2015,CS
210,399,Technology ventures in IC,2015-2016,CS
211,421,Combinatorial geometry,2017-2018,MATH
212,433,Studio MA1 (Bosshard Vaquer),2013-2014,AR
213,434,Neuroscience: from molecular mechanisms to disease,2019-2020,BIO
214,435,Neuroscience: from molecular mechanisms to disease,2018-2019,BIO
215,436,Project in genomics and bioinformatics,2011-2012,BIO
216,437,Project in genomics and bioinformatics,2013-2014,BIO
217,438,Project in genomics and bioinformatics,2012-2013,BIO
218,439,Project in genomics and bioinformatics,2010-2011,BIO
219,453,Smart grids technologies,2017-2018,EE
220,454,Smart grids technologies,2016-2017,EE
221,455,Smart grids technologies,2013-2014,EE
222,456,Smart grids technologies,2014-2015,EE
223,457,Smart grids technologies,2019-2020,EE
224,458,Smart grids technologies,2018-2019,EE
225,459,Smart grids technologies,2015-2016,EE
226,473,Neuroscience: cellular and circuit mechanisms,2019-2020,BIO
227,475,Introduction à l'architecture,2011-2012,AR
228,476,Introduction à l'architecture,2009-2010,AR
229,477,Introduction à l'architecture,2004-2005,AR
230,478,Introduction à l'architecture,2005-2006,AR
231,479,Sociologie urbaine,2004-2005,AR
232,480,Sociologie urbaine,2015-2016,AR
233,481,Sociologie urbaine,2012-2013,AR
234,482,Sociologie urbaine,2011-2012,AR
235,483,Sociologie urbaine,2016-2017,AR
236,484,Sociologie urbaine,2017-2018,AR
237,485,Sociologie urbaine,2014-2015,AR
238,486,Sociologie urbaine,2010-2011,AR
239,487,Sociologie urbaine,2009-2010,AR
240,488,Sociologie urbaine,2018-2019,AR
241,489,Sociologie urbaine,2013-2014,AR
242,490,Sociologie urbaine,2019-2020,AR
243,491,Sociologie urbaine,2007-2008,AR
244,492,Sociologie urbaine,2008-2009,AR
245,493,Sociologie urbaine,2005-2006,AR
246,494,Sociologie urbaine,2006-2007,AR
247,518,Biomechanics of the musculoskeletal system,2016-2017,ME
248,519,Biomechanics of the musculoskeletal system,2011-2012,ME
249,520,Biomechanics of the musculoskeletal system,2014-2015,ME
250,521,Biomechanics of the musculoskeletal system,2015-2016,ME
251,522,Biomechanics of the musculoskeletal system,2012-2013,ME
252,523,Biomechanics of the musculoskeletal system,2019-2020,ME
253,524,Biomechanics of the musculoskeletal system,2017-2018,ME
254,525,Biomechanics of the musculoskeletal system,2013-2014,ME
255,526,Biomechanics of the musculoskeletal system,2018-2019,ME
256,532,Solar decathlon summer workshop,2016-2017,PENS
257,533,Economie spatiale et régionale,2015-2016,AR
258,534,Economie spatiale et régionale,2018-2019,AR
259,535,Economie spatiale et régionale,2012-2013,AR
260,536,Economie spatiale et régionale,2013-2014,AR
261,537,Economie spatiale et régionale,2014-2015,AR
262,538,Economie spatiale et régionale,2017-2018,AR
263,539,Economie spatiale et régionale,2019-2020,AR
264,540,Economie spatiale et régionale,2016-2017,AR
265,541,Technology & innovation strategy,2017-2018,MGT
266,542,Technology & innovation strategy,2016-2017,MGT
267,543,Technology & innovation strategy,2019-2020,MGT
268,544,Technology & innovation strategy,2015-2016,MGT
269,545,Technology & innovation strategy,2018-2019,MGT
270,555,Architecture et construction de la ville II,2009-2010,AR
271,556,Architecture et construction de la ville II,2005-2006,AR
272,557,Architecture et construction de la ville II,2007-2008,AR
273,558,Architecture et construction de la ville II,2019-2020,AR
274,559,Architecture et construction de la ville II,2006-2007,AR
275,560,Architecture et construction de la ville II,2013-2014,AR
276,561,Architecture et construction de la ville II,2014-2015,AR
277,562,Architecture et construction de la ville II,2010-2011,AR
278,563,Architecture et construction de la ville II,2008-2009,AR
279,564,Architecture et construction de la ville II,2015-2016,AR
280,565,Architecture et construction de la ville II,2011-2012,AR
281,566,Architecture et construction de la ville II,2016-2017,AR
282,567,Architecture et construction de la ville II,2004-2005,AR
283,568,Architecture et construction de la ville II,2018-2019,AR
284,569,Architecture et construction de la ville II,2017-2018,AR
285,570,Architecture et construction de la ville II,2012-2013,AR
286,571,Hommes/machines II,2018-2019,HUM
287,571,Hommes/machines II,2018-2019,HUM
288,572,Hommes/machines II,2019-2020,HUM
289,572,Hommes/machines II,2019-2020,HUM
290,573,Hommes/machines II,2016-2017,HUM
291,573,Hommes/machines II,2016-2017,HUM
292,574,Hommes/machines II,2017-2018,HUM
293,574,Hommes/machines II,2017-2018,HUM
294,575,Hommes/machines II,2009-2010,HUM
295,575,Hommes/machines II,2009-2010,HUM
296,576,Hommes/machines II,2013-2014,HUM
297,576,Hommes/machines II,2013-2014,HUM
298,577,Hommes/machines II,2014-2015,HUM
299,577,Hommes/machines II,2014-2015,HUM
300,578,Hommes/machines II,2012-2013,HUM
301,578,Hommes/machines II,2012-2013,HUM
302,579,Hommes/machines II,2015-2016,HUM
303,579,Hommes/machines II,2015-2016,HUM
304,581,Opto- and macroelectronic materials,2009-2010,MICRO
305,582,Opto- and macroelectronic materials,2011-2012,MICRO
306,583,Opto- and macroelectronic materials,2010-2011,MICRO
307,584,Opto- and macroelectronic materials,2015-2016,MICRO
308,585,Opto- and macroelectronic materials,2013-2014,MICRO
309,586,Opto- and macroelectronic materials,2014-2015,MICRO
310,587,Opto- and macroelectronic materials,2012-2013,MICRO
311,595,Caractères architecturaux et urbanismes de l'Islam,2008-2009,AR
312,596,Caractères architecturaux et urbanismes de l'Islam,2012-2013,AR
313,597,Caractères architecturaux et urbanismes de l'Islam,2016-2017,AR
314,598,Caractères architecturaux et urbanismes de l'Islam,2018-2019,AR
315,599,Caractères architecturaux et urbanismes de l'Islam,2013-2014,AR
316,600,Caractères architecturaux et urbanismes de l'Islam,2014-2015,AR
317,601,Caractères architecturaux et urbanismes de l'Islam,2009-2010,AR
318,602,Caractères architecturaux et urbanismes de l'Islam,2011-2012,AR
319,603,Caractères architecturaux et urbanismes de l'Islam,2010-2011,AR
320,604,Caractères architecturaux et urbanismes de l'Islam,2017-2018,AR
321,605,Caractères architecturaux et urbanismes de l'Islam,2015-2016,AR
322,606,Caractères architecturaux et urbanismes de l'Islam,2019-2020,AR
323,613,Instability,2019-2020,ME
324,614,Instability,2018-2019,ME
325,615,Instability,2017-2018,ME
326,616,Instability,2016-2017,ME
327,617,Instability,2015-2016,ME
328,618,Catalysis for emission control and energy processes,2019-2020,ChE
329,619,Catalysis for emission control and energy processes,2017-2018,ChE
330,620,Catalysis for emission control and energy processes,2016-2017,ChE
331,621,Catalysis for emission control and energy processes,2015-2016,ChE
332,622,Catalysis for emission control and energy processes,2018-2019,ChE
333,623,Catalysis for emission control and energy processes,2014-2015,ChE
334,628,Matériaux et structures,2017-2018,CIVIL
335,629,Matériaux et structures,2009-2010,CIVIL
336,630,Matériaux et structures,2014-2015,CIVIL
337,631,Matériaux et structures,2019-2020,CIVIL
338,632,Matériaux et structures,2011-2012,CIVIL
339,633,Matériaux et structures,2018-2019,CIVIL
340,634,Matériaux et structures,2012-2013,CIVIL
341,635,Matériaux et structures,2016-2017,CIVIL
342,636,Matériaux et structures,2015-2016,CIVIL
343,637,Matériaux et structures,2010-2011,CIVIL
344,638,Matériaux et structures,2007-2008,CIVIL
345,639,Matériaux et structures,2008-2009,CIVIL
346,640,Matériaux et structures,2006-2007,CIVIL
347,641,Matériaux et structures,2004-2005,CIVIL
348,642,Matériaux et structures,2005-2006,CIVIL
349,643,Matériaux et structures,2013-2014,CIVIL
350,652,Frontiers in nanosciences,2016-2017,PHYS
351,653,Frontiers in nanosciences,2009-2010,PHYS
352,654,Frontiers in nanosciences,2014-2015,PHYS
353,655,Frontiers in nanosciences,2015-2016,PHYS
354,656,Frontiers in nanosciences,2013-2014,PHYS
355,657,Frontiers in nanosciences,2011-2012,PHYS
356,658,Frontiers in nanosciences,2012-2013,PHYS
357,659,Frontiers in nanosciences,2010-2011,PHYS
358,660,Frontiers in nanosciences,2017-2018,PHYS
359,661,Frontiers in nanosciences,2019-2020,PHYS
360,662,Frontiers in nanosciences,2018-2019,PHYS
361,667,Advanced topics on privacy enhancing technologies,2018-2019,CS
362,668,Advanced topics on privacy enhancing technologies,2019-2020,CS
363,678,Water and wastewater treatment,2018-2019,ENV
364,679,Water and wastewater treatment,2012-2013,ENV
365,680,Water and wastewater treatment,2011-2012,ENV
366,681,Water and wastewater treatment,2014-2015,ENV
367,682,Water and wastewater treatment,2017-2018,ENV
368,683,Water and wastewater treatment,2019-2020,ENV
369,684,Water and wastewater treatment,2010-2011,ENV
370,685,Water and wastewater treatment,2008-2009,ENV
371,686,Water and wastewater treatment,2009-2010,ENV
372,687,Water and wastewater treatment,2007-2008,ENV
373,688,Water and wastewater treatment,2016-2017,ENV
374,689,Water and wastewater treatment,2015-2016,ENV
375,690,Water and wastewater treatment,2013-2014,ENV
376,691,Cellular signalling,2011-2012,CH
377,692,Cellular signalling,2018-2019,CH
378,693,Cellular signalling,2007-2008,CH
379,694,Cellular signalling,2012-2013,CH
380,695,Cellular signalling,2014-2015,CH
381,696,Cellular signalling,2005-2006,CH
382,697,Cellular signalling,2009-2010,CH
383,698,Cellular signalling,2017-2018,CH
384,699,Cellular signalling,2006-2007,CH
385,700,Cellular signalling,2013-2014,CH
386,701,Cellular signalling,2010-2011,CH
387,702,Cellular signalling,2016-2017,CH
388,703,Cellular signalling,2008-2009,CH
389,704,Cellular signalling,2015-2016,CH
390,705,Cellular signalling,2019-2020,CH
391,706,"Science, technologie et société II",2013-2014,HUM
392,706,"Science, technologie et société II",2013-2014,HUM
393,707,"Science, technologie et société II",2015-2016,HUM
394,707,"Science, technologie et société II",2015-2016,HUM
395,708,"Science, technologie et société II",2016-2017,HUM
396,708,"Science, technologie et société II",2016-2017,HUM
397,709,"Science, technologie et société II",2014-2015,HUM
398,709,"Science, technologie et société II",2014-2015,HUM
399,710,"Science, technologie et société II",2012-2013,HUM
400,710,"Science, technologie et société II",2012-2013,HUM
401,711,"Science, technologie et société II",2018-2019,HUM
402,711,"Science, technologie et société II",2018-2019,HUM
403,712,"Science, technologie et société II",2017-2018,HUM
404,712,"Science, technologie et société II",2017-2018,HUM
405,713,"Science, technologie et société II",2019-2020,HUM
406,713,"Science, technologie et société II",2019-2020,HUM
407,714,Advanced signal processing,2010-2011,EE
408,715,Advanced signal processing,2005-2006,EE
409,716,Advanced signal processing,2009-2010,EE
410,717,Advanced signal processing,2011-2012,EE
411,718,Advanced signal processing,2014-2015,EE
412,719,Advanced signal processing,2006-2007,EE
413,720,Advanced signal processing,2007-2008,EE
414,721,Advanced signal processing,2008-2009,EE
415,722,Advanced signal processing,2013-2014,EE
416,723,Advanced signal processing,2012-2013,EE
417,724,Sciences et religions I,2016-2017,HUM
418,724,Sciences et religions I,2016-2017,HUM
419,725,Sciences et religions I,2017-2018,HUM
420,725,Sciences et religions I,2017-2018,HUM
421,726,Sciences et religions I,2015-2016,HUM
422,726,Sciences et religions I,2015-2016,HUM
423,727,Sciences et religions I,2018-2019,HUM
424,727,Sciences et religions I,2018-2019,HUM
425,728,Sciences et religions I,2014-2015,HUM
426,728,Sciences et religions I,2014-2015,HUM
427,729,Sciences et religions I,2019-2020,HUM
428,729,Sciences et religions I,2019-2020,HUM
429,730,Virtual reality,2009-2010,CS
430,731,Virtual reality,2004-2005,CS
431,732,Virtual reality,2005-2006,CS
432,733,Virtual reality,2008-2009,CS
433,734,Virtual reality,2007-2008,CS
434,735,Virtual reality,2015-2016,CS
435,736,Virtual reality,2016-2017,CS
436,737,Virtual reality,2017-2018,CS
437,738,Virtual reality,2018-2019,CS
438,739,Virtual reality,2014-2015,CS
439,740,Virtual reality,2013-2014,CS
440,741,Virtual reality,2011-2012,CS
441,742,Virtual reality,2006-2007,CS
442,743,Virtual reality,2012-2013,CS
443,744,Virtual reality,2019-2020,CS
444,745,Virtual reality,2010-2011,CS
445,746,Analysis and mitigation of geohazards,2014-2015,CIVIL
446,748,Dynamique des structures,2010-2011,CIVIL
447,749,Dynamique des structures,2005-2006,CIVIL
448,750,Dynamique des structures,2008-2009,CIVIL
449,751,Dynamique des structures,2007-2008,CIVIL
450,752,Dynamique des structures,2004-2005,CIVIL
451,753,Dynamique des structures,2006-2007,CIVIL
452,754,Dynamique des structures,2009-2010,CIVIL
453,755,Dynamique des structures,2015-2016,CIVIL
454,756,Dynamique des structures,2019-2020,CIVIL
455,757,Dynamique des structures,2014-2015,CIVIL
456,758,Dynamique des structures,2012-2013,CIVIL
457,759,Dynamique des structures,2016-2017,CIVIL
458,760,Dynamique des structures,2017-2018,CIVIL
459,761,Dynamique des structures,2018-2019,CIVIL
460,762,Dynamique des structures,2011-2012,CIVIL
461,763,Dynamique des structures,2013-2014,CIVIL
462,771,VLSI design II,2006-2007,EE
463,772,VLSI design II,2009-2010,EE
464,773,VLSI design II,2010-2011,EE
465,774,VLSI design II,2004-2005,EE
466,775,VLSI design II,2005-2006,EE
467,776,VLSI design II,2007-2008,EE
468,777,VLSI design II,2012-2013,EE
469,778,VLSI design II,2011-2012,EE
470,779,VLSI design II,2008-2009,EE
471,780,VLSI design II,2013-2014,EE
472,781,Chemistry of f elements,2018-2019,CH
473,782,Chemistry of f elements,2019-2020,CH
474,783,Low-power radio design for IoT,2018-2019,MICRO
475,790,System identification,2017-2018,ME
476,791,System identification,2019-2020,ME
477,792,System identification,2018-2019,ME
478,793,System identification,2015-2016,ME
479,794,System identification,2016-2017,ME
480,795,System identification,2013-2014,ME
481,796,System identification,2014-2015,ME
482,797,Critique du projet urbain contemporain,2019-2020,AR
483,798,Critique du projet urbain contemporain,2018-2019,AR
484,799,Physique du solide III,2016-2017,PHYS
485,800,Physique du solide III,2004-2005,PHYS
486,801,Physique du solide III,2006-2007,PHYS
487,802,Physique du solide III,2010-2011,PHYS
488,803,Physique du solide III,2005-2006,PHYS
489,804,Physique du solide III,2012-2013,PHYS
490,805,Physique du solide III,2008-2009,PHYS
491,806,Physique du solide III,2009-2010,PHYS
492,807,Physique du solide III,2007-2008,PHYS
493,808,Physique du solide III,2015-2016,PHYS
494,809,Physique du solide III,2014-2015,PHYS
495,810,Physique du solide III,2013-2014,PHYS
496,811,Physique du solide III,2011-2012,PHYS
497,812,Physique du solide III,2017-2018,PHYS
498,831,UE N : Art et architecture: constructing the view II,2016-2017,AR
499,832,UE N : Art et architecture: constructing the view II,2015-2016,AR
500,833,UE N : Art et architecture: constructing the view II,2017-2018,AR
501,834,UE N : Art et architecture: constructing the view II,2018-2019,AR
502,835,UE N : Art et architecture: constructing the view II,2019-2020,AR
503,836,Culture médiatique I,2014-2015,HUM
504,836,Culture médiatique I,2014-2015,HUM
505,837,Culture médiatique I,2013-2014,HUM
506,837,Culture médiatique I,2013-2014,HUM
507,838,Culture médiatique I,2015-2016,HUM
508,838,Culture médiatique I,2015-2016,HUM
509,839,Culture médiatique I,2012-2013,HUM
510,839,Culture médiatique I,2012-2013,HUM
511,840,Culture médiatique I,2011-2012,HUM
512,840,Culture médiatique I,2011-2012,HUM
513,841,Culture médiatique I,2016-2017,HUM
514,841,Culture médiatique I,2016-2017,HUM
515,842,Culture médiatique I,2017-2018,HUM
516,842,Culture médiatique I,2017-2018,HUM
517,843,Culture médiatique I,2019-2020,HUM
518,843,Culture médiatique I,2019-2020,HUM
519,844,Culture médiatique I,2018-2019,HUM
520,844,Culture médiatique I,2018-2019,HUM
521,845,Création collective: arts-impro & ingénierie II,2017-2018,HUM
522,845,Création collective: arts-impro & ingénierie II,2017-2018,HUM
523,846,Création collective: arts-impro & ingénierie II,2018-2019,HUM
524,846,Création collective: arts-impro & ingénierie II,2018-2019,HUM
525,847,Création collective: arts-impro & ingénierie II,2019-2020,HUM
526,847,Création collective: arts-impro & ingénierie II,2019-2020,HUM
527,848,Aerodynamics,2016-2017,ME
528,849,Aerodynamics,2019-2020,ME
529,850,Aerodynamics,2017-2018,ME
530,851,Aerodynamics,2018-2019,ME
531,875,Analyse et management des risques industriels,2012-2013,ENV
532,876,Analyse et management des risques industriels,2014-2015,ENV
533,877,Analyse et management des risques industriels,2016-2017,ENV
534,878,Analyse et management des risques industriels,2019-2020,ENV
535,879,Analyse et management des risques industriels,2018-2019,ENV
536,880,Analyse et management des risques industriels,2011-2012,ENV
537,881,Analyse et management des risques industriels,2017-2018,ENV
538,882,Analyse et management des risques industriels,2015-2016,ENV
539,883,Analyse et management des risques industriels,2013-2014,ENV
540,884,Analyse et management des risques industriels,2010-2011,ENV
541,888,Distributed intelligent systems,2011-2012,ENG
542,889,Distributed intelligent systems,2012-2013,ENG
543,890,Distributed intelligent systems,2010-2011,ENG
544,891,Distributed intelligent systems,2009-2010,ENG
545,892,Distributed intelligent systems,2017-2018,ENG
546,893,Distributed intelligent systems,2019-2020,ENG
547,894,Distributed intelligent systems,2018-2019,ENG
548,895,Distributed intelligent systems,2013-2014,ENG
549,896,Distributed intelligent systems,2014-2015,ENG
550,897,Distributed intelligent systems,2015-2016,ENG
551,915,Computational Social Media,2019-2020,EE
