,course_name,year,semester,nr_students
13702,Radiation detection,2018-2019,Master semestre 1,3
13703,Radiation detection,2019-2020,Master semestre 1,15
13704,Radiation imaging for industrial applications,2018-2019,Master semestre 2,2
13705,Radiation imaging for industrial applications,2019-2020,Master semestre 2,2
13706,Radiation protection & radiation applications,2014-2015,Master semestre 1,18
13707,Radiation protection & radiation applications,2015-2016,Master semestre 1,15
13708,Radiation protection & radiation applications,2016-2017,Master semestre 1,13
13709,Radiation-based imaging methods for nuclear and industrial applications,2017-2018,Master semestre 2,2
13710,Radioisotope and radiation applications,2010-2011,Master semestre 1,15
13711,Radioisotope and radiation applications,2011-2012,Master semestre 1,13
13712,Radioisotope and radiation applications,2012-2013,Master semestre 1,13
13713,Radioisotope and radiation applications,2013-2014,Master semestre 1,11
13714,Random matrices and communication systems,2005-2006,edoc,4
13715,Random matrices and communication systems,2006-2007,edoc,4
13716,Random matrices and communication systems,2007-2008,edoc,5
13717,Random matrices and communication systems,2009-2010,edoc,2
13718,Random matrices and communication systems,2011-2012,edoc,3
13719,Random walks,2013-2014,Master semestre 2,9
13720,Random walks,2013-2014,Master semestre 4,6
13721,Random walks,2014-2015,Master semestre 2,13
13722,Random walks,2015-2016,Master semestre 2,22
13723,Randomized Algorithms (2011),2009-2010,edoc,6
13724,Randomized Algorithms (2011),2011-2012,edoc,2
13725,Rational quadratic forms,2019-2020,Bachelor semestre 5,10
13726,Rayonnement et antennes,2004-2005,Bachelor semestre 5,47
13727,Rayonnement et antennes,2004-2005,Master semestre 1,4
13728,Rayonnement et antennes,2004-2005,Master semestre 3,3
13729,Rayonnement et antennes,2005-2006,Bachelor semestre 5,27
13730,Rayonnement et antennes,2005-2006,Master semestre 1,9
13731,Rayonnement et antennes,2006-2007,Bachelor semestre 5,29
13732,Rayonnement et antennes,2006-2007,Master semestre 1,4
13733,Rayonnement et antennes,2007-2008,Bachelor semestre 5,33
13734,Rayonnement et antennes,2007-2008,Master semestre 3,4
13735,Rayonnement et antennes,2008-2009,Bachelor semestre 5,39
13736,Rayonnement et antennes,2008-2009,Master semestre 3,3
13737,Rayonnement et antennes,2009-2010,Bachelor semestre 5,31
13738,Rayonnement et antennes,2009-2010,Master semestre 1,5
13739,Rayonnement et antennes,2010-2011,Bachelor semestre 5,28
13740,Rayonnement et antennes,2010-2011,Master semestre 3,1
13741,Rayonnement et antennes,2011-2012,Bachelor semestre 5,27
13742,Rayonnement et antennes,2011-2012,Master semestre 3,5
13743,Rayonnement et antennes,2012-2013,Bachelor semestre 5,22
13744,Rayonnement et antennes,2012-2013,Master semestre 1,2
13745,Rayonnement et antennes,2013-2014,Bachelor semestre 5,45
13746,Rayonnement et antennes,2014-2015,Bachelor semestre 5,24
13747,Rayonnement et antennes,2015-2016,Bachelor semestre 5,18
13748,Rayonnement et antennes,2015-2016,Semestre automne,1
13749,Rayonnement et antennes,2016-2017,Bachelor semestre 5,15
13750,Rayonnement et antennes,2016-2017,Semestre automne,3
13751,Rayonnement et antennes,2017-2018,Bachelor semestre 5,23
13752,Rayonnement et antennes,2017-2018,Semestre automne,1
13753,Rayonnement et antennes,2018-2019,Bachelor semestre 5,17
13754,Rayonnement et antennes,2018-2019,Semestre automne,1
13755,Rayonnement et antennes,2019-2020,Bachelor semestre 5,20
13756,Rayonnement et antennes,2019-2020,Semestre automne,1
13757,Reactor Experiments,2008-2009,Master semestre 1,10
13758,Reactor Experiments,2009-2010,Master semestre 1,13
13759,Reactor Experiments,2010-2011,Master semestre 1,17
13760,Reactor Experiments,2011-2012,Master semestre 1,15
13761,Reactor Experiments,2012-2013,Master semestre 1,12
13762,Reactor Experiments,2013-2014,Master semestre 1,16
13763,Reactor Experiments,2014-2015,Master semestre 1,17
13764,Reactor Experiments,2015-2016,Master semestre 1,11
13765,Reactor Experiments,2016-2017,Master semestre 1,10
13766,Reactor technology,2008-2009,Master semestre 1,25
13767,Reactor technology,2009-2010,Master semestre 1,14
13768,Reactor technology,2010-2011,Master semestre 1,17
13769,Reactor technology,2011-2012,Master semestre 1,18
13770,Reactor technology,2012-2013,Master semestre 1,13
13771,Reactor technology,2013-2014,Master semestre 1,16
13772,Reactor technology,2014-2015,Master semestre 1,20
13773,Reactor technology,2015-2016,Master semestre 1,12
13774,Reactor technology,2016-2017,Master semestre 1,12
13775,Reactor technology,2017-2018,Master semestre 1,14
13776,Reactor technology,2018-2019,Master semestre 1,10
13777,Reactor technology,2019-2020,Master semestre 1,16
13778,Real options and financial structuring,2009-2010,Master semestre 2,22
13779,Real options and financial structuring,2011-2012,Master semestre 1,19
13780,Real options and financial structuring,2012-2013,Master semestre 1,20
13781,Real options and financial structuring,2013-2014,Master semestre 1,25
13782,Real options and financial structuring,2014-2015,Master semestre 1,32
13783,Real options and financial structuring,2015-2016,Master semestre 1,28
13784,Real options and financial structuring,2016-2017,Master semestre 1,23
13785,Real options and financial structuring,2017-2018,Master semestre 1,22
13786,Real options and financial structuring,2018-2019,Master semestre 1,24
13787,Real options and financial structuring,2019-2020,Master semestre 1,20
13788,Real-time embedded systems,2004-2005,Bachelor semestre 5,6
13789,Real-time embedded systems,2004-2005,Master semestre 1,6
13790,Real-time embedded systems,2004-2005,Master semestre 3,7
13791,Real-time embedded systems,2005-2006,Master semestre 1,22
13792,Real-time embedded systems,2005-2006,Master semestre 3,22
13793,Real-time embedded systems,2006-2007,Master semestre 2,10
13794,Real-time embedded systems,2007-2008,Master semestre 2,8
13795,Real-time embedded systems,2007-2008,Master semestre 4,1
13796,Real-time embedded systems,2008-2009,Master semestre 2,10
13797,Real-time embedded systems,2008-2009,Master semestre 4,1
13798,Real-time embedded systems,2009-2010,Master semestre 2,10
13799,Real-time embedded systems,2010-2011,Master semestre 2,11
13800,Real-time embedded systems,2011-2012,Master semestre 2,18
13801,Real-time embedded systems,2011-2012,Master semestre 4,1
13802,Real-time embedded systems,2012-2013,Master semestre 2,8
13803,Real-time embedded systems,2013-2014,Master semestre 2,8
13804,Real-time embedded systems,2014-2015,Master semestre 2,14
13805,Real-time embedded systems,2015-2016,Master semestre 2,23
13806,Real-time embedded systems,2016-2017,Master semestre 2,24
13807,Real-time embedded systems,2017-2018,Master semestre 2,12
13808,Real-time embedded systems,2018-2019,Master semestre 2,16
13809,Real-time embedded systems,2019-2020,Master semestre 2,16
13810,Real-time embedded systems,2019-2020,Master semestre 4,1
13811,Real-time networks,2006-2007,Master semestre 2,16
13812,Real-time networks,2007-2008,Master semestre 2,4
13813,Real-time networks,2007-2008,Master semestre 4,7
13814,Real-time networks,2008-2009,Master semestre 4,3
13815,Real-time networks,2009-2010,Master semestre 2,10
13816,Real-time networks,2010-2011,Master semestre 2,13
13817,Real-time networks,2010-2011,Master semestre 4,15
13818,Real-time networks,2011-2012,Master semestre 2,5
13819,Real-time networks,2011-2012,Master semestre 4,11
13820,Real-time networks,2012-2013,Master semestre 2,10
13821,Real-time networks,2013-2014,Master semestre 2,8
13822,Real-time networks,2013-2014,Master semestre 4,5
13823,Real-time networks,2014-2015,Master semestre 2,12
13824,Real-time networks,2015-2016,Master semestre 2,6
13825,Real-time networks,2016-2017,Master semestre 2,12
13826,Real-time networks,2017-2018,Master semestre 2,8
13827,Real-time networks,2018-2019,Master semestre 2,10
13828,Real-time programming,2004-2005,Bachelor semestre 5,50
13829,Real-time programming,2004-2005,Master semestre 1,10
13830,Real-time programming,2004-2005,Master semestre 3,9
13831,Real-time programming,2005-2006,Bachelor semestre 5,67
13832,Real-time programming,2005-2006,Master semestre 1,5
13833,Real-time programming,2005-2006,Master semestre 3,22
13834,Real-time programming,2006-2007,Bachelor semestre 5,34
13835,Real-time programming,2006-2007,Master semestre 1,45
13836,Real-time programming,2007-2008,Bachelor semestre 5,7
13837,Real-time programming,2007-2008,Master semestre 1,9
13838,Real-time systems,2004-2005,Bachelor semestre 6,7
13839,Real-time systems,2004-2005,Master semestre 2,3
13840,Real-time systems,2005-2006,Master semestre 2,13
13841,Real-time systems,2005-2006,Master semestre 4,11
13842,Receivers for wireless communications : algorithms and architectures I,2011-2012,Master semestre 1,9
13843,Receivers for wireless communications : algorithms and architectures II,2011-2012,Master semestre 2,8
13844,Recent trends in Light-Matter Intercation (Summer School),2017-2018,edoc,32
13845,Recherche opérationnelle,2004-2005,Bachelor semestre 4,98
13846,Recherche opérationnelle,2004-2005,Bachelor semestre 5,31
13847,Recherche opérationnelle,2004-2005,Master semestre 1,1
13848,Recherche opérationnelle,2004-2005,Master semestre 2,1
13849,Recherche opérationnelle,2005-2006,Bachelor semestre 4,71
13850,Recherche opérationnelle,2005-2006,Bachelor semestre 5,75
13851,Recherche opérationnelle,2005-2006,Bachelor semestre 6,126
13852,Recherche opérationnelle,2005-2006,Master semestre 4,1
13853,Recherche opérationnelle,2006-2007,Bachelor semestre 4,83
13854,Recherche opérationnelle,2006-2007,Bachelor semestre 5,44
13855,Recherche opérationnelle,2006-2007,Bachelor semestre 6,97
13856,Recherche opérationnelle,2007-2008,Bachelor semestre 4,89
13857,Recherche opérationnelle,2007-2008,Bachelor semestre 5,18
13858,Recherche opérationnelle,2007-2008,Bachelor semestre 6,44
13859,Recherche opérationnelle,2008-2009,Bachelor semestre 4,56
13860,Recherche opérationnelle,2008-2009,Bachelor semestre 6,2
13861,Recherche opérationnelle,2009-2010,Bachelor semestre 4,51
13862,Recherche opérationnelle,2009-2010,Bachelor semestre 6,7
13863,Recherche opérationnelle,2010-2011,Bachelor semestre 4,89
13864,Recherche opérationnelle,2010-2011,Bachelor semestre 6,5
13865,Recherche opérationnelle,2011-2012,Bachelor semestre 4,81
13866,Recherche opérationnelle,2011-2012,Bachelor semestre 6,13
13867,Recherche opérationnelle,2012-2013,Bachelor semestre 4,127
13868,Recherche opérationnelle,2012-2013,Bachelor semestre 6,7
13869,Recherche opérationnelle,2013-2014,Bachelor semestre 3,145
13870,Recherche opérationnelle,2013-2014,Bachelor semestre 5,11
13871,Reconnaissance des formes,2004-2005,Master semestre 2,19
13872,Recyclage des matériaux,2004-2005,Master semestre 2,47
13873,Recyclage des matériaux,2005-2006,Master semestre 2,64
13874,Recyclage des matériaux,2006-2007,Master semestre 2,32
13875,Recyclage des matériaux,2007-2008,Master semestre 2,23
13876,Recyclage des matériaux,2008-2009,Master semestre 2,22
13877,Recyclage des matériaux,2009-2010,Master semestre 2,41
13878,Recyclage des matériaux,2010-2011,Master semestre 2,40
13879,Recycling of materials,2011-2012,Master semestre 2,49
13880,Recycling of materials,2012-2013,Master semestre 2,30
13881,Recycling of materials,2013-2014,Master semestre 2,26
13882,Recycling of materials,2013-2014,Master semestre 4,15
13883,Recycling of materials,2014-2015,Master semestre 2,57
13884,Recycling of materials,2015-2016,Master semestre 2,46
13885,Recycling of materials,2016-2017,Master semestre 2,41
13886,Recycling of materials,2017-2018,Master semestre 2,40
13887,Recycling of materials,2018-2019,Master semestre 2,46
13888,Recycling of materials,2019-2020,Master semestre 2,38
13889,Reduced Order Modelling of parametrized systems (2016),2014-2015,edoc,2
13890,Reduced Order Modelling of parametrized systems (2016),2015-2016,edoc,1
13891,Regression models,2004-2005,Bachelor semestre 5,11
13892,Regression models,2004-2005,Master semestre 1,1
13893,Regression models,2005-2006,Bachelor semestre 5,15
13894,Regression models,2006-2007,Bachelor semestre 5,8
13895,Regression models,2007-2008,Bachelor semestre 5,11
13896,Regression models,2008-2009,Bachelor semestre 5,16
13897,Relativistic quantum fields I,2008-2009,Master semestre 1,26
13898,Relativistic quantum fields I,2009-2010,Master semestre 1,7
13899,Relativistic quantum fields I,2010-2011,Master semestre 1,9
13900,Relativistic quantum fields I,2011-2012,Master semestre 1,6
13901,Relativistic quantum fields I,2012-2013,Master semestre 1,5
13902,Relativistic quantum fields I,2013-2014,Master semestre 1,8
13903,Relativistic quantum fields I,2014-2015,Master semestre 1,8
13904,Relativistic quantum fields I,2015-2016,Master semestre 1,5
13905,Relativistic quantum fields I,2016-2017,Master semestre 1,8
13906,Relativistic quantum fields II,2008-2009,Master semestre 2,18
13907,Relativistic quantum fields II,2009-2010,Master semestre 2,3
13908,Relativistic quantum fields II,2010-2011,Master semestre 2,8
13909,Relativistic quantum fields II,2011-2012,Master semestre 2,6
13910,Relativistic quantum fields II,2012-2013,Master semestre 2,4
13911,Relativistic quantum fields II,2013-2014,Master semestre 2,5
13912,Relativistic quantum fields II,2014-2015,Master semestre 2,2
13913,Relativistic quantum fields II,2015-2016,Master semestre 2,3
13914,Relativistic quantum fields II,2016-2017,Master semestre 2,7
13915,Relativity and cosmology I,2008-2009,Master semestre 1,40
13916,Relativity and cosmology I,2009-2010,Master semestre 1,7
13917,Relativity and cosmology I,2010-2011,Master semestre 1,8
13918,Relativity and cosmology I,2011-2012,Master semestre 1,10
13919,Relativity and cosmology I,2012-2013,Master semestre 1,6
13920,Relativity and cosmology I,2013-2014,Master semestre 1,10
13921,Relativity and cosmology I,2014-2015,Master semestre 1,9
13922,Relativity and cosmology I,2015-2016,Master semestre 1,6
13923,Relativity and cosmology I,2016-2017,Master semestre 1,8
13924,Relativity and cosmology I,2017-2018,Master semestre 1,8
13925,Relativity and cosmology I,2018-2019,Master semestre 1,11
13926,Relativity and cosmology I,2019-2020,Master semestre 1,15
13927,Relativity and cosmology II,2008-2009,Master semestre 2,23
13928,Relativity and cosmology II,2009-2010,Master semestre 2,5
13929,Relativity and cosmology II,2010-2011,Master semestre 2,10
13930,Relativity and cosmology II,2011-2012,Master semestre 2,9
13931,Relativity and cosmology II,2012-2013,Master semestre 2,4
13932,Relativity and cosmology II,2013-2014,Master semestre 2,6
