,course_id,course_name,year
247,247,Fundamentals & processes for photovoltaic devices,2017-2018
248,248,Fundamentals & processes for photovoltaic devices,2019-2020
249,249,Fundamentals & processes for photovoltaic devices,2014-2015
250,250,Fundamentals & processes for photovoltaic devices,2016-2017
257,257,"Science, technologie et société I",2018-2019
264,264,Environmental Engineering Seminar series (Autumn),2009-2010
265,265,Environmental Engineering Seminar series (Autumn),2007-2008
266,266,Environmental Engineering Seminar series (Autumn),2008-2009
267,267,Advanced transport phenomena,2009-2010
269,269,Advanced transport phenomena,2007-2008
270,270,Advanced transport phenomena,2006-2007
272,272,Advanced transport phenomena,2008-2009
275,275,Traitement d'images I,2004-2005
276,276,Traitement d'images I,2005-2006
292,292,Frontiers in chemical biology,2019-2020
303,303,Traitement des eaux usées urbaines II,2005-2006
304,304,Data analysis and model classification,2015-2016
305,305,Data analysis and model classification,2012-2013
306,306,Data analysis and model classification,2011-2012
307,307,Data analysis and model classification,2017-2018
308,308,Data analysis and model classification,2018-2019
309,309,Data analysis and model classification,2010-2011
310,310,Data analysis and model classification,2013-2014
311,311,Data analysis and model classification,2016-2017
312,312,Data analysis and model classification,2014-2015
313,313,Inorganic reactivity,2015-2016
314,314,Inorganic reactivity,2016-2017
315,315,Inorganic reactivity,2013-2014
316,316,Inorganic reactivity,2012-2013
317,317,Inorganic reactivity,2009-2010
318,318,Inorganic reactivity,2008-2009
319,319,Inorganic reactivity,2010-2011
320,320,Inorganic reactivity,2017-2018
321,321,Inorganic reactivity,2014-2015
322,322,Inorganic reactivity,2011-2012
324,324,Matériaux et conservation du patrimoine,2006-2007
325,325,Matériaux et conservation du patrimoine,2005-2006
326,326,Matériaux et conservation du patrimoine,2004-2005
327,327,Catalysis for energy production,2008-2009
328,328,Catalysis for energy production,2010-2011
329,329,Catalysis for energy production,2012-2013
330,330,Catalysis for energy production,2013-2014
331,331,Catalysis for energy production,2009-2010
332,332,Catalysis for energy production,2011-2012
334,334,Instrumentation et simulation des STEPs,2009-2010
335,335,Instrumentation et simulation des STEPs,2008-2009
336,336,Architecture et construction de la ville I,2005-2006
337,337,Architecture et construction de la ville I,2008-2009
338,338,Architecture et construction de la ville I,2019-2020
339,339,Architecture et construction de la ville I,2009-2010
340,340,Architecture et construction de la ville I,2010-2011
341,341,Architecture et construction de la ville I,2016-2017
342,342,Architecture et construction de la ville I,2013-2014
343,343,Architecture et construction de la ville I,2011-2012
344,344,Architecture et construction de la ville I,2018-2019
345,345,Architecture et construction de la ville I,2006-2007
346,346,Architecture et construction de la ville I,2015-2016
347,347,Architecture et construction de la ville I,2012-2013
348,348,Architecture et construction de la ville I,2017-2018
349,349,Architecture et construction de la ville I,2007-2008
350,350,Architecture et construction de la ville I,2004-2005
351,351,Architecture et construction de la ville I,2014-2015
352,352,Optique quantique II,2010-2011
353,353,Optique quantique II,2011-2012
354,354,Spacecraft design and system engineering,2019-2020
358,358,Spacecraft design and system engineering,2006-2007
367,367,Solid waste engineering,2017-2018
368,368,Solid waste engineering,2018-2019
369,369,Solid waste engineering,2019-2020
370,370,Solid waste engineering,2016-2017
372,372,L'architecture du paysage,2016-2017
377,377,Théorie et critique du projet MA1 (Lacaton et Druot),2017-2018
378,378,Biomaterials,2017-2018
379,379,Biomaterials,2018-2019
380,380,Biomaterials,2005-2006
381,381,Biomaterials,2006-2007
382,382,Biomaterials,2004-2005
383,383,Biomaterials,2012-2013
384,384,Biomaterials,2013-2014
385,385,Biomaterials,2008-2009
386,386,Biomaterials,2007-2008
387,387,Biomaterials,2009-2010
388,388,Biomaterials,2010-2011
389,389,Biomaterials,2015-2016
390,390,Biomaterials,2014-2015
391,391,Biomaterials,2019-2020
392,392,Biomaterials,2011-2012
393,393,Biomaterials,2016-2017
394,394,Technology & innovation management (b),2013-2014
396,396,Options and investments analysis,2008-2009
397,397,Ecrire / Construire. Allers retours,2019-2020
398,398,Technology ventures in IC,2014-2015
399,399,Technology ventures in IC,2015-2016
400,400,Théorie et critique du projet MA1 (Ménard),2015-2016
403,403,Navigation Techniques,2009-2010
421,421,Combinatorial geometry,2017-2018
427,427,Smart sensors for IoT,2019-2020
433,433,Studio MA1 (Bosshard Vaquer),2013-2014
434,434,Neuroscience: from molecular mechanisms to disease,2019-2020
435,435,Neuroscience: from molecular mechanisms to disease,2018-2019
436,436,Project in genomics and bioinformatics,2011-2012
440,440,Génie parasismique,2007-2008
441,441,Génie parasismique,2005-2006
442,442,Génie parasismique,2004-2005
443,443,Génie parasismique,2008-2009
444,444,Génie parasismique,2006-2007
445,445,Génie parasismique,2009-2010
446,446,Génie parasismique,2011-2012
447,447,Génie parasismique,2012-2013
448,448,Génie parasismique,2010-2011
449,449,"Cognition, émotions et société II",2009-2010
453,453,Smart grids technologies,2017-2018
454,454,Smart grids technologies,2016-2017
455,455,Smart grids technologies,2013-2014
456,456,Smart grids technologies,2014-2015
457,457,Smart grids technologies,2019-2020
458,458,Smart grids technologies,2018-2019
459,459,Smart grids technologies,2015-2016
468,468,"Cognition, émotions et société I",2009-2010
473,473,Neuroscience: cellular and circuit mechanisms,2019-2020
474,474,Biologie et biochimie cellulaire pour ingénieurs,2006-2007
475,475,Introduction à l'architecture,2011-2012
476,476,Introduction à l'architecture,2009-2010
477,477,Introduction à l'architecture,2004-2005
478,478,Introduction à l'architecture,2005-2006
479,479,Sociologie urbaine,2004-2005
480,480,Sociologie urbaine,2015-2016
481,481,Sociologie urbaine,2012-2013
482,482,Sociologie urbaine,2011-2012
483,483,Sociologie urbaine,2016-2017
484,484,Sociologie urbaine,2017-2018
485,485,Sociologie urbaine,2014-2015
486,486,Sociologie urbaine,2010-2011
487,487,Sociologie urbaine,2009-2010
488,488,Sociologie urbaine,2018-2019
489,489,Sociologie urbaine,2013-2014
490,490,Sociologie urbaine,2019-2020
492,492,Sociologie urbaine,2008-2009
493,493,Sociologie urbaine,2005-2006
494,494,Sociologie urbaine,2006-2007
518,518,Biomechanics of the musculoskeletal system,2016-2017
519,519,Biomechanics of the musculoskeletal system,2011-2012
520,520,Biomechanics of the musculoskeletal system,2014-2015
521,521,Biomechanics of the musculoskeletal system,2015-2016
522,522,Biomechanics of the musculoskeletal system,2012-2013
523,523,Biomechanics of the musculoskeletal system,2019-2020
524,524,Biomechanics of the musculoskeletal system,2017-2018
525,525,Biomechanics of the musculoskeletal system,2013-2014
526,526,Biomechanics of the musculoskeletal system,2018-2019
527,527,Théorie et critique du projet MA1 (Müller Inderbitzin),2015-2016
528,528,Théorie et critique du projet MA1 (Lamunière & Jaccaud),2007-2008
531,531,Network Calculus,2004-2005
532,532,Solar decathlon summer workshop,2016-2017
533,533,Economie spatiale et régionale,2015-2016
534,534,Economie spatiale et régionale,2018-2019
535,535,Economie spatiale et régionale,2012-2013
536,536,Economie spatiale et régionale,2013-2014
537,537,Economie spatiale et régionale,2014-2015
538,538,Economie spatiale et régionale,2017-2018
539,539,Economie spatiale et régionale,2019-2020
540,540,Economie spatiale et régionale,2016-2017
541,541,Technology & innovation strategy,2017-2018
542,542,Technology & innovation strategy,2016-2017
543,543,Technology & innovation strategy,2019-2020
544,544,Technology & innovation strategy,2015-2016
545,545,Technology & innovation strategy,2018-2019
546,546,Communications optiques,2006-2007
547,547,Communications optiques,2011-2012
548,548,Communications optiques,2010-2011
550,550,Communications optiques,2005-2006
551,551,Communications optiques,2009-2010
552,552,Communications optiques,2004-2005
553,553,Communications optiques,2008-2009
554,554,Communications optiques,2007-2008
555,555,Architecture et construction de la ville II,2009-2010
556,556,Architecture et construction de la ville II,2005-2006
557,557,Architecture et construction de la ville II,2007-2008
558,558,Architecture et construction de la ville II,2019-2020
559,559,Architecture et construction de la ville II,2006-2007
560,560,Architecture et construction de la ville II,2013-2014
561,561,Architecture et construction de la ville II,2014-2015
562,562,Architecture et construction de la ville II,2010-2011
563,563,Architecture et construction de la ville II,2008-2009
564,564,Architecture et construction de la ville II,2015-2016
565,565,Architecture et construction de la ville II,2011-2012
566,566,Architecture et construction de la ville II,2016-2017
567,567,Architecture et construction de la ville II,2004-2005
568,568,Architecture et construction de la ville II,2018-2019
569,569,Architecture et construction de la ville II,2017-2018
570,570,Architecture et construction de la ville II,2012-2013
581,581,Opto- and macroelectronic materials,2009-2010
582,582,Opto- and macroelectronic materials,2011-2012
583,583,Opto- and macroelectronic materials,2010-2011
584,584,Opto- and macroelectronic materials,2015-2016
585,585,Opto- and macroelectronic materials,2013-2014
586,586,Opto- and macroelectronic materials,2014-2015
587,587,Opto- and macroelectronic materials,2012-2013
595,595,Caractères architecturaux et urbanismes de l'Islam,2008-2009
596,596,Caractères architecturaux et urbanismes de l'Islam,2012-2013
597,597,Caractères architecturaux et urbanismes de l'Islam,2016-2017
598,598,Caractères architecturaux et urbanismes de l'Islam,2018-2019
599,599,Caractères architecturaux et urbanismes de l'Islam,2013-2014
600,600,Caractères architecturaux et urbanismes de l'Islam,2014-2015
601,601,Caractères architecturaux et urbanismes de l'Islam,2009-2010
602,602,Caractères architecturaux et urbanismes de l'Islam,2011-2012
603,603,Caractères architecturaux et urbanismes de l'Islam,2010-2011
604,604,Caractères architecturaux et urbanismes de l'Islam,2017-2018
605,605,Caractères architecturaux et urbanismes de l'Islam,2015-2016
606,606,Caractères architecturaux et urbanismes de l'Islam,2019-2020
607,607,Instruments de gestion économique et financière,2004-2005
608,608,Instruments de gestion économique et financière,2005-2006
609,609,Instruments de gestion économique et financière,2007-2008
610,610,Instruments de gestion économique et financière,2006-2007
611,611,Instruments de gestion économique et financière,2009-2010
612,612,Instruments de gestion économique et financière,2008-2009
613,613,Instability,2019-2020
614,614,Instability,2018-2019
615,615,Instability,2017-2018
616,616,Instability,2016-2017
617,617,Instability,2015-2016
618,618,Catalysis for emission control and energy processes,2019-2020
619,619,Catalysis for emission control and energy processes,2017-2018
620,620,Catalysis for emission control and energy processes,2016-2017
621,621,Catalysis for emission control and energy processes,2015-2016
622,622,Catalysis for emission control and energy processes,2018-2019
623,623,Catalysis for emission control and energy processes,2014-2015
628,628,Matériaux et structures,2017-2018
629,629,Matériaux et structures,2009-2010
630,630,Matériaux et structures,2014-2015
631,631,Matériaux et structures,2019-2020
632,632,Matériaux et structures,2011-2012
633,633,Matériaux et structures,2018-2019
634,634,Matériaux et structures,2012-2013
635,635,Matériaux et structures,2016-2017
636,636,Matériaux et structures,2015-2016
637,637,Matériaux et structures,2010-2011
638,638,Matériaux et structures,2007-2008
639,639,Matériaux et structures,2008-2009
640,640,Matériaux et structures,2006-2007
641,641,Matériaux et structures,2004-2005
642,642,Matériaux et structures,2005-2006
643,643,Matériaux et structures,2013-2014
649,649,Modélisation mathématique du comportement,2006-2007
650,650,Modélisation mathématique du comportement,2005-2006
651,651,Modélisation mathématique du comportement,2007-2008
652,652,Frontiers in nanosciences,2016-2017
653,653,Frontiers in nanosciences,2009-2010
654,654,Frontiers in nanosciences,2014-2015
655,655,Frontiers in nanosciences,2015-2016
656,656,Frontiers in nanosciences,2013-2014
657,657,Frontiers in nanosciences,2011-2012
658,658,Frontiers in nanosciences,2012-2013
659,659,Frontiers in nanosciences,2010-2011
660,660,Frontiers in nanosciences,2017-2018
661,661,Frontiers in nanosciences,2019-2020
662,662,Frontiers in nanosciences,2018-2019
663,663,Swarm intelligence,2005-2006
664,664,Swarm intelligence,2007-2008
665,665,Swarm intelligence,2004-2005
666,666,Swarm intelligence,2006-2007
667,667,Advanced topics on privacy enhancing technologies,2018-2019
668,668,Advanced topics on privacy enhancing technologies,2019-2020
669,669,Environmental Engineering Seminar series (Spring),2008-2009
670,670,Environmental Engineering Seminar series (Spring),2009-2010
671,671,Environmental Engineering Seminar series (Spring),2007-2008
672,672,Physique de la diffraction et formation des images en microscopie,2006-2007
673,673,Physique de la diffraction et formation des images en microscopie,2005-2006
674,674,Physique de la diffraction et formation des images en microscopie,2004-2005
675,675,Physique de la diffraction et formation des images en microscopie,2007-2008
676,676,Traitement d'images II,2004-2005
677,677,Traitement d'images II,2005-2006
678,678,Water and wastewater treatment,2018-2019
679,679,Water and wastewater treatment,2012-2013
680,680,Water and wastewater treatment,2011-2012
681,681,Water and wastewater treatment,2014-2015
682,682,Water and wastewater treatment,2017-2018
683,683,Water and wastewater treatment,2019-2020
684,684,Water and wastewater treatment,2010-2011
685,685,Water and wastewater treatment,2008-2009
686,686,Water and wastewater treatment,2009-2010
687,687,Water and wastewater treatment,2007-2008
688,688,Water and wastewater treatment,2016-2017
689,689,Water and wastewater treatment,2015-2016
690,690,Water and wastewater treatment,2013-2014
691,691,Cellular signalling,2011-2012
692,692,Cellular signalling,2018-2019
693,693,Cellular signalling,2007-2008
694,694,Cellular signalling,2012-2013
695,695,Cellular signalling,2014-2015
696,696,Cellular signalling,2005-2006
697,697,Cellular signalling,2009-2010
698,698,Cellular signalling,2017-2018
699,699,Cellular signalling,2006-2007
700,700,Cellular signalling,2013-2014
701,701,Cellular signalling,2010-2011
702,702,Cellular signalling,2016-2017
704,704,Cellular signalling,2015-2016
705,705,Cellular signalling,2019-2020
714,714,Advanced signal processing,2010-2011
715,715,Advanced signal processing,2005-2006
716,716,Advanced signal processing,2009-2010
717,717,Advanced signal processing,2011-2012
718,718,Advanced signal processing,2014-2015
719,719,Advanced signal processing,2006-2007
720,720,Advanced signal processing,2007-2008
721,721,Advanced signal processing,2008-2009
722,722,Advanced signal processing,2013-2014
723,723,Advanced signal processing,2012-2013
730,730,Virtual reality,2009-2010
731,731,Virtual reality,2004-2005
732,732,Virtual reality,2005-2006
733,733,Virtual reality,2008-2009
734,734,Virtual reality,2007-2008
735,735,Virtual reality,2015-2016
736,736,Virtual reality,2016-2017
737,737,Virtual reality,2017-2018
738,738,Virtual reality,2018-2019
739,739,Virtual reality,2014-2015
740,740,Virtual reality,2013-2014
741,741,Virtual reality,2011-2012
742,742,Virtual reality,2006-2007
743,743,Virtual reality,2012-2013
744,744,Virtual reality,2019-2020
745,745,Virtual reality,2010-2011
746,746,Analysis and mitigation of geohazards,2014-2015
748,748,Dynamique des structures,2010-2011
749,749,Dynamique des structures,2005-2006
750,750,Dynamique des structures,2008-2009
751,751,Dynamique des structures,2007-2008
752,752,Dynamique des structures,2004-2005
753,753,Dynamique des structures,2006-2007
754,754,Dynamique des structures,2009-2010
755,755,Dynamique des structures,2015-2016
756,756,Dynamique des structures,2019-2020
757,757,Dynamique des structures,2014-2015
758,758,Dynamique des structures,2012-2013
759,759,Dynamique des structures,2016-2017
760,760,Dynamique des structures,2017-2018
761,761,Dynamique des structures,2018-2019
762,762,Dynamique des structures,2011-2012
763,763,Dynamique des structures,2013-2014
766,766,Droit de la construction I,2004-2005
771,771,VLSI design II,2006-2007
772,772,VLSI design II,2009-2010
773,773,VLSI design II,2010-2011
774,774,VLSI design II,2004-2005
775,775,VLSI design II,2005-2006
776,776,VLSI design II,2007-2008
777,777,VLSI design II,2012-2013
778,778,VLSI design II,2011-2012
779,779,VLSI design II,2008-2009
780,780,VLSI design II,2013-2014
781,781,Chemistry of f elements,2018-2019
782,782,Chemistry of f elements,2019-2020
783,783,Low-power radio design for IoT,2018-2019
785,785,Modern techniques in computational chemistry,2008-2009
786,786,Modern techniques in computational chemistry,2006-2007
787,787,Modern techniques in computational chemistry,2005-2006
788,788,Modern techniques in computational chemistry,2004-2005
789,789,Modern techniques in computational chemistry,2007-2008
790,790,System identification,2017-2018
791,791,System identification,2019-2020
792,792,System identification,2018-2019
793,793,System identification,2015-2016
794,794,System identification,2016-2017
795,795,System identification,2013-2014
796,796,System identification,2014-2015
797,797,Critique du projet urbain contemporain,2019-2020
798,798,Critique du projet urbain contemporain,2018-2019
799,799,Physique du solide III,2016-2017
800,800,Physique du solide III,2004-2005
801,801,Physique du solide III,2006-2007
802,802,Physique du solide III,2010-2011
803,803,Physique du solide III,2005-2006
804,804,Physique du solide III,2012-2013
805,805,Physique du solide III,2008-2009
806,806,Physique du solide III,2009-2010
807,807,Physique du solide III,2007-2008
808,808,Physique du solide III,2015-2016
809,809,Physique du solide III,2014-2015
810,810,Physique du solide III,2013-2014
811,811,Physique du solide III,2011-2012
812,812,Physique du solide III,2017-2018
819,819,Filtres électriques,2012-2013
822,822,Fonctions analytiques II,2005-2006
826,826,Modern chemical dynamics,2010-2011
828,828,Analyse de la structure des polymères,2007-2008
829,829,Analyse de la structure des polymères,2004-2005
830,830,Analyse de la structure des polymères,2005-2006
831,831,UE N : Art et architecture: constructing the view II,2016-2017
832,832,UE N : Art et architecture: constructing the view II,2015-2016
833,833,UE N : Art et architecture: constructing the view II,2017-2018
834,834,UE N : Art et architecture: constructing the view II,2018-2019
835,835,UE N : Art et architecture: constructing the view II,2019-2020
848,848,Aerodynamics,2016-2017
849,849,Aerodynamics,2019-2020
850,850,Aerodynamics,2017-2018
851,851,Aerodynamics,2018-2019
852,852,Private equity,2009-2010
853,853,Private equity,2010-2011
870,870,Modélisation environnementale,2004-2005
871,871,Relativité et cosmologie II,2006-2007
872,872,Relativité et cosmologie II,2007-2008
873,873,Relativité et cosmologie II,2004-2005
874,874,Relativité et cosmologie II,2005-2006
875,875,Analyse et management des risques industriels,2012-2013
876,876,Analyse et management des risques industriels,2014-2015
877,877,Analyse et management des risques industriels,2016-2017
878,878,Analyse et management des risques industriels,2019-2020
879,879,Analyse et management des risques industriels,2018-2019
880,880,Analyse et management des risques industriels,2011-2012
881,881,Analyse et management des risques industriels,2017-2018
882,882,Analyse et management des risques industriels,2015-2016
883,883,Analyse et management des risques industriels,2013-2014
884,884,Analyse et management des risques industriels,2010-2011
885,885,Matériaux pour le sport,2004-2005
886,886,Matériaux pour le sport,2005-2006
887,887,Matériaux pour le sport,2006-2007
888,888,Distributed intelligent systems,2011-2012
889,889,Distributed intelligent systems,2012-2013
890,890,Distributed intelligent systems,2010-2011
891,891,Distributed intelligent systems,2009-2010
892,892,Distributed intelligent systems,2017-2018
893,893,Distributed intelligent systems,2019-2020
894,894,Distributed intelligent systems,2018-2019
895,895,Distributed intelligent systems,2013-2014
896,896,Distributed intelligent systems,2014-2015
897,897,Distributed intelligent systems,2015-2016
914,914,Construction en bois pour architectes et ingénieurs civils I,2005-2006
917,917,Computational Social Media,2018-2019
918,918,Computational Social Media,2017-2018
931,931,Scientific literature analysis in molecular medicine,2014-2015
947,947,Comportement organisationnel A,2008-2009
948,948,Comportement organisationnel A,2009-2010
949,949,Comportement organisationnel A,2007-2008
952,952,Méthodes expérimentales en physique II,2005-2006
953,953,Méthodes expérimentales en physique II,2004-2005
954,954,Méthodes expérimentales en physique II,2007-2008
955,955,Méthodes expérimentales en physique II,2006-2007
956,956,GLP / GMP,2009-2010
957,957,GLP / GMP,2008-2009
958,958,GLP / GMP,2007-2008
961,961,"Organisation, économie et droit de la construction I",2004-2005
962,962,"Organisation, économie et droit de la construction I",2015-2016
963,963,"Organisation, économie et droit de la construction I",2016-2017
964,964,"Organisation, économie et droit de la construction I",2017-2018
965,965,"Organisation, économie et droit de la construction I",2007-2008
966,966,"Organisation, économie et droit de la construction I",2014-2015
967,967,"Organisation, économie et droit de la construction I",2013-2014
968,968,"Organisation, économie et droit de la construction I",2006-2007
969,969,"Organisation, économie et droit de la construction I",2008-2009
970,970,"Organisation, économie et droit de la construction I",2009-2010
971,971,"Organisation, économie et droit de la construction I",2010-2011
972,972,"Organisation, économie et droit de la construction I",2005-2006
973,973,"Organisation, économie et droit de la construction I",2012-2013
974,974,"Organisation, économie et droit de la construction I",2011-2012
975,975,Convex optimization,2019-2020
976,976,Convex optimization,2018-2019
979,979,Entrepreneurship laboratory (e-lab),2018-2019
980,980,Entrepreneurship laboratory (e-lab),2013-2014
981,981,Entrepreneurship laboratory (e-lab),2012-2013
982,982,Entrepreneurship laboratory (e-lab),2016-2017
983,983,Entrepreneurship laboratory (e-lab),2015-2016
984,984,Entrepreneurship laboratory (e-lab),2014-2015
985,985,Entrepreneurship laboratory (e-lab),2017-2018
986,986,Entrepreneurship laboratory (e-lab),2011-2012
987,987,Applied machine learning,2018-2019
988,988,Applied machine learning,2019-2020
989,989,Applied machine learning,2007-2008
990,990,Applied machine learning,2009-2010
991,991,Applied machine learning,2014-2015
992,992,Applied machine learning,2010-2011
993,993,Applied machine learning,2011-2012
994,994,Applied machine learning,2015-2016
995,995,Applied machine learning,2006-2007
996,996,Applied machine learning,2008-2009
997,997,Applied machine learning,2013-2014
998,998,Applied machine learning,2012-2013
999,999,Applied machine learning,2017-2018
1000,1000,Applied machine learning,2016-2017
1001,1001,Théorie et critique du projet MA1 (Graber et Pulver),2016-2017
1006,1006,Introduction to nuclear engineering,2016-2017
1007,1007,Introduction to nuclear engineering,2019-2020
1008,1008,Introduction to nuclear engineering,2017-2018
1009,1009,Introduction to nuclear engineering,2018-2019
1010,1010,Introduction to nuclear engineering,2015-2016
1011,1011,Introduction to nuclear engineering,2014-2015
1049,1049,Harmonic analysis,2016-2017
1050,1050,Harmonic analysis,2018-2019
1051,1051,Harmonic analysis,2019-2020
1052,1052,Harmonic analysis,2017-2018
1053,1053,Harmonic analysis,2015-2016
1054,1054,Apparent realities - Constructing the view,2018-2019
1055,1055,Apparent realities - Constructing the view,2019-2020
1056,1056,Applied data analysis,2017-2018
1057,1057,Applied data analysis,2018-2019
1058,1058,Applied data analysis,2019-2020
1059,1059,Applied data analysis,2016-2017
1060,1060,Introduction to magnetic materials in modern technologies,2017-2018
1061,1061,Introduction to magnetic materials in modern technologies,2019-2020
1062,1062,Introduction to magnetic materials in modern technologies,2018-2019
1063,1063,Introduction to magnetic materials in modern technologies,2016-2017
1064,1064,Convexity,2015-2016
1065,1065,Convexity,2016-2017
1081,1081,Introduction to nanomaterials,2017-2018
1082,1082,Introduction to nanomaterials,2009-2010
1083,1083,Introduction to nanomaterials,2015-2016
1084,1084,Introduction to nanomaterials,2016-2017
1085,1085,Introduction to nanomaterials,2010-2011
1086,1086,Introduction to nanomaterials,2014-2015
