,course_name,year,semester,section,nr_students
356,Advanced control systems,2016-2017,Master semestre 2,Gestion de l'énergie et durabilité,1
357,Advanced control systems,2016-2017,Master semestre 2,Génie mécanique,34
358,Advanced control systems,2016-2017,Master semestre 2,Microtechnique,22
359,Advanced control systems,2017-2018,Master semestre 2,Génie mécanique,29
360,Advanced control systems,2017-2018,Master semestre 2,Microtechnique,18
361,Advanced control systems,2018-2019,Master semestre 2,Génie mécanique,32
362,Advanced control systems,2018-2019,Master semestre 2,Microtechnique,5
363,Advanced control systems,2018-2019,Master semestre 2,Robotique,4
364,Advanced control systems,2019-2020,Master semestre 2,Génie mécanique,33
365,Advanced control systems,2019-2020,Master semestre 2,Microtechnique,2
366,Advanced control systems,2019-2020,Master semestre 2,Robotique,3
367,Advanced courses in immunology and microbiology,2006-2007,Master semestre 1,Sciences et technologies du vivant - master,2
368,Advanced courses in immunology and microbiology,2007-2008,Master semestre 1,Sciences et technologies du vivant - master,2
369,Advanced courses in immunology and microbiology,2008-2009,Master semestre 1,Sciences et technologies du vivant - master,1
370,Advanced courses in immunology and microbiology,2009-2010,Master semestre 1,Sciences et technologies du vivant - master,4
371,Advanced cryptography,2006-2007,Master semestre 2,Systèmes de communication - master,10
372,Advanced cryptography,2008-2009,Master semestre 4,Systèmes de communication - master,3
373,Advanced cryptography,2009-2010,Master semestre 2,Systèmes de communication - master,6
374,Advanced cryptography,2010-2011,Master semestre 4,Systèmes de communication - master,9
375,Advanced cryptography,2011-2012,Master semestre 4,Systèmes de communication - master,3
376,Advanced cryptography,2012-2013,Master semestre 2,Systèmes de communication - master,4
377,Advanced cryptography,2013-2014,Master semestre 4,Systèmes de communication - master,2
378,Advanced cryptography,2014-2015,Master semestre 2,Systèmes de communication - master,6
379,Advanced cryptography,2015-2016,Master semestre 2,Systèmes de communication - master,4
380,Advanced cryptography,2016-2017,Master semestre 2,Systèmes de communication - master,1
381,Advanced cryptography,2017-2018,Master semestre 2,Systèmes de communication - master,2
382,Advanced cryptography,2019-2020,Master semestre 2,Systèmes de communication - master,1
383,Advanced cryptography,2019-2020,Master semestre 4,Informatique - Cybersecurity,4
384,Advanced databases,2004-2005,Bachelor semestre 5,Informatique,6
385,Advanced databases,2004-2005,Master semestre 1,Informatique,16
386,Advanced databases,2004-2005,Master semestre 3,Systèmes de communication - master Eurecom,12
387,Advanced databases,2005-2006,Master semestre 1,Systèmes de communication - master Eurecom,9
388,Advanced databases,2005-2006,Master semestre 3,Informatique,54
389,Advanced databases,2006-2007,Master semestre 1,Informatique,27
390,Advanced databases,2006-2007,Master semestre 1,Systèmes de communication - master,2
391,Advanced databases,2007-2008,Master semestre 1,Informatique,11
392,Advanced databases,2008-2009,Master semestre 1,Informatique,20
393,Advanced databases,2008-2009,Master semestre 3,Systèmes de communication - master,3
394,Advanced databases,2009-2010,Master semestre 1,Informatique,16
395,Advanced databases,2009-2010,Master semestre 1,Systèmes de communication - master,1
396,Advanced databases,2010-2011,Master semestre 2,Informatique,63
397,Advanced databases,2010-2011,Master semestre 4,Systèmes de communication - master,2
398,Advanced databases,2011-2012,Master semestre 2,Informatique,58
399,Advanced databases,2011-2012,Master semestre 4,Systèmes de communication - master,1
400,Advanced databases,2012-2013,Master semestre 2,Informatique,62
401,Advanced databases,2012-2013,Master semestre 2,Systèmes de communication - master,3
402,Advanced databases,2012-2013,edoc,Informatique et communications,12
403,Advanced derivatives,2009-2010,Master semestre 1,Ingénierie financière,8
404,Advanced derivatives,2010-2011,Master semestre 1,Ingénierie financière,17
405,Advanced derivatives,2011-2012,Master semestre 1,Ingénierie financière,18
406,Advanced derivatives,2012-2013,Master semestre 1,Ingénierie financière,22
407,Advanced derivatives,2013-2014,Master semestre 1,Ingénierie financière,24
408,Advanced derivatives,2014-2015,Master semestre 1,Ingénierie financière,33
409,Advanced derivatives,2015-2016,Master semestre 1,Ingénierie financière,28
410,Advanced derivatives,2016-2017,Master semestre 1,Ingénierie financière,24
411,Advanced derivatives,2017-2018,Master semestre 1,Ingénierie financière,23
412,Advanced derivatives,2018-2019,Master semestre 1,Ingénierie financière,23
413,Advanced derivatives,2019-2020,Master semestre 1,Ingénierie financière,38
414,Advanced design of concrete structures,2017-2018,Master semestre 2,Génie civil,38
415,Advanced design of concrete structures,2018-2019,Master semestre 2,Génie civil,24
416,Advanced design of concrete structures,2019-2020,Master semestre 2,Génie civil,28
417,Advanced diffusional processes,2019-2020,Master semestre 1,Génie chimique et biotechnologie,14
418,Advanced diffusional separation processes,2005-2006,Master semestre 1,Génie chimique et biotechnologie,15
419,Advanced diffusional separation processes,2006-2007,Master semestre 1,Génie chimique et biotechnologie,4
420,Advanced diffusional separation processes,2007-2008,Master semestre 2,Génie chimique et biotechnologie,1
421,Advanced diffusional separation processes,2008-2009,Master semestre 2,Génie chimique et biotechnologie,4
422,Advanced diffusional separation processes,2009-2010,Master semestre 2,Génie chimique et biotechnologie,7
423,Advanced diffusional separation processes,2010-2011,Master semestre 2,Génie chimique et biotechnologie,6
424,Advanced diffusional separation processes,2011-2012,Master semestre 2,Génie chimique et biotechnologie,8
425,Advanced diffusional separation processes,2012-2013,Master semestre 2,Génie chimique et biotechnologie,14
426,Advanced diffusional separation processes,2013-2014,Master semestre 4,Génie chimique et biotechnologie,17
427,Advanced diffusional separation processes,2014-2015,Master semestre 2,Génie chimique et biotechnologie,13
428,Advanced diffusional separation processes,2015-2016,Master semestre 2,Génie chimique et biotechnologie,14
429,Advanced diffusional separation processes,2016-2017,Master semestre 1,Génie chimique et biotechnologie,16
430,Advanced diffusional separation processes,2017-2018,Master semestre 1,Génie chimique et biotechnologie,18
431,Advanced diffusional separation processes,2018-2019,Master semestre 1,Génie chimique et biotechnologie,13
432,Advanced digital communications,2004-2005,Master semestre 1,Systèmes de communication - master,22
433,Advanced digital communications,2004-2005,Master semestre 3,Systèmes de communication - master Eurecom,9
434,Advanced digital communications,2005-2006,Master semestre 1,Systèmes de communication - master Eurecom,20
435,Advanced digital communications,2006-2007,Master semestre 1,Systèmes de communication - master,11
436,Advanced digital communications,2007-2008,Master semestre 3,Systèmes de communication - master Eurecom,9
437,Advanced digital communications,2008-2009,Master semestre 3,Systèmes de communication - master,10
438,Advanced digital communications,2009-2010,Master semestre 1,Systèmes de communication - master,22
439,Advanced digital communications,2010-2011,Master semestre 3,Systèmes de communication - master,31
440,Advanced digital communications,2011-2012,Master semestre 3,Systèmes de communication - master,12
441,Advanced digital communications,2012-2013,Master semestre 1,Systèmes de communication - master,21
442,Advanced digital communications,2013-2014,Master semestre 3,Systèmes de communication - master,17
443,Advanced digital communications,2014-2015,Master semestre 1,Systèmes de communication - master,16
444,Advanced digital communications,2015-2016,Master semestre 1,Systèmes de communication - master,22
445,Advanced digital communications,2016-2017,Master semestre 1,Systèmes de communication - master,5
446,Advanced digital design,2004-2005,Bachelor semestre 6,Informatique,6
447,Advanced digital design,2004-2005,Bachelor semestre 6,Systèmes de communication,2
448,Advanced digital design,2004-2005,Master semestre 2,Informatique,8
449,Advanced digital design,2004-2005,Master semestre 2,Systèmes de communication - master,3
450,Advanced digital design,2005-2006,Master semestre 2,Systèmes de communication - master Eurecom,2
451,Advanced digital design,2005-2006,Master semestre 4,Informatique,19
452,Advanced digital design,2006-2007,Master semestre 2,Informatique,23
453,Advanced digital image processing and analysis,2004-2005,Master semestre 3,Systèmes de communication - master Eurecom,1
454,Advanced energetics,2009-2010,Master semestre 1,Génie mécanique,14
455,Advanced energetics,2010-2011,Master semestre 1,Génie mécanique,22
456,Advanced energetics,2010-2011,Semestre automne,Mineurs,4
457,Advanced energetics,2011-2012,Master semestre 1,Gestion de l'énergie et durabilité,12
458,Advanced energetics,2011-2012,Master semestre 1,Génie mécanique,30
459,Advanced energetics,2011-2012,Semestre automne,Mineur en Energie,1
460,Advanced energetics,2012-2013,Master semestre 1,Gestion de l'énergie et durabilité,8
461,Advanced energetics,2012-2013,Master semestre 1,Génie mécanique,43
462,Advanced energetics,2012-2013,Master semestre 3,Gestion de l'énergie et durabilité,2
463,Advanced energetics,2013-2014,Master semestre 1,Gestion de l'énergie et durabilité,3
464,Advanced energetics,2013-2014,Master semestre 1,Génie mécanique,32
465,Advanced energetics,2013-2014,Master semestre 3,Gestion de l'énergie et durabilité,1
466,Advanced energetics,2013-2014,Semestre automne,Mineur en Energie,4
467,Advanced energetics,2014-2015,Master semestre 1,Gestion de l'énergie et durabilité,5
468,Advanced energetics,2014-2015,Master semestre 1,Génie mécanique,32
469,Advanced energetics,2014-2015,Semestre automne,Mineur en Energie,2
470,Advanced energetics,2015-2016,Master semestre 1,Gestion de l'énergie et durabilité,5
471,Advanced energetics,2015-2016,Master semestre 1,Génie mécanique,40
472,Advanced energetics,2016-2017,Master semestre 1,Gestion de l'énergie et durabilité,3
473,Advanced energetics,2016-2017,Master semestre 1,Génie mécanique,33
474,Advanced energetics,2017-2018,Master semestre 1,Gestion de l'énergie et durabilité,1
475,Advanced energetics,2017-2018,Master semestre 1,Génie mécanique,29
476,Advanced energetics,2018-2019,Master semestre 1,Gestion de l'énergie et durabilité,4
477,Advanced energetics,2018-2019,Master semestre 1,Génie mécanique,25
478,Advanced energetics,2019-2020,Master semestre 1,Energy Science and Technology,1
479,Advanced energetics,2019-2020,Master semestre 1,Gestion de l'énergie et durabilité,4
480,Advanced energetics,2019-2020,Master semestre 1,Génie mécanique,22
481,Advanced energetics and engines,2008-2009,Master semestre 1,Génie mécanique,19
482,Advanced energy conversion technologies,2008-2009,Master semestre 2,Génie mécanique,13
483,Advanced heat transfer,2014-2015,Master semestre 2,Génie mécanique,19
484,Advanced heat transfer,2015-2016,Master semestre 2,Génie mécanique,22
485,Advanced heat transfer,2016-2017,Master semestre 2,Génie mécanique,18
486,Advanced heat transfer,2017-2018,Master semestre 2,Génie mécanique,21
487,Advanced heat transfer,2018-2019,Master semestre 2,Génie mécanique,18
488,Advanced heat transfer,2019-2020,Master semestre 2,Energy Science and Technology,1
489,Advanced heat transfer,2019-2020,Master semestre 2,Génie mécanique,23
490,Advanced machine learning,2015-2016,Master semestre 2,Microtechnique,12
491,Advanced machine learning,2016-2017,Master semestre 2,Gestion de l'énergie et durabilité,1
492,Advanced machine learning,2016-2017,Master semestre 2,Microtechnique,12
493,Advanced machine learning,2017-2018,Master semestre 2,Microtechnique,24
494,Advanced machine learning,2019-2020,Master semestre 2,Gestion de l'énergie et durabilité,1
495,Advanced machine learning,2019-2020,Master semestre 2,Ingénierie financière,5
496,Advanced machine learning,2019-2020,Master semestre 2,Microtechnique,3
